"","R_Pro_Ver_KS_E","pval_Pro_Ver_KS_E","R_Pro_Ver_KS_M","pval_Pro_Ver_KS_M","R_Pro_Ver_KS","pval_Pro_Ver_KS","R_Pro_Ver_GS","pval_Pro_Ver_GS","R_Inv_Ver_KS_E","pval_Inv_Ver_KS_E","R_Inv_Ver_KS_M","pval_Inv_Ver_KS_M","R_Inv_Ver_KS","pval_Inv_Ver_KS","R_Inv_Ver_GS","pval_Inv_Ver_GS","R_Pro_Hoek_KS_E","pval_Pro_Hoek_KS_E","R_Pro_Hoek_KS_M","pval_Pro_Hoek_KS_M","R_Pro_Hoek_KS","pval_Pro_Hoek_KS","R_Pro_Hoek_GS","pval_Pro_Hoek_GS","R_Inv_Hoek_KS_E","pval_Inv_Hoek_KS_E","R_Inv_Hoek_KS_M","pval_Inv_Hoek_KS_M","R_Inv_Hoek_KS","pval_Inv_Hoek_KS","R_Inv_Hoek_GS","pval_Inv_Hoek_GS"
"GSE114443",0.642857142857143,0.0961805555555556,-0.904761904761905,0.00456349206349206,-0.761904761904762,0.0367559523809524,0.904761904761905,0.00456349206349206,-0.761904761904762,0.0367559523809524,0.880952380952381,0.00724206349206349,0.761904761904762,0.0367559523809524,-0.857142857142857,0.0107142857142857,0.714285714285714,0.0575892857142857,-0.904761904761905,0.00456349206349206,-0.80952380952381,0.0217757936507936,0.928571428571429,0.00223214285714286,-0.642857142857143,0.0961805555555556,0.785714285714286,0.0279265873015873,0.619047619047619,0.114980158730159,-0.738095238095238,0.0458333333333333
"GSE115385",0.0857142857142857,0.919444444444444,0.314285714285714,0.563888888888889,-0.6,0.241666666666667,-0.6,0.241666666666667,0.0857142857142857,0.919444444444444,0.2,0.713888888888889,0.257142857142857,0.658333333333333,0.714285714285714,0.136111111111111,0.314285714285714,0.563888888888889,-0.0857142857142857,0.919444444444444,-0.657142857142857,0.175,-0.657142857142857,0.175,-0.142857142857143,0.802777777777778,-0.2,0.713888888888889,0.542857142857143,0.297222222222222,0.485714285714286,0.355555555555556
"GSE116459",-0.455108359133127,0.0594346633177114,-0.186790505675955,0.45642497770131,-0.157976272988434,0.53126860574747,0.100103199174407,0.692539609178948,0.0939112487100103,0.710921782778592,0.42827657378741,0.0776647150730813,0.283944281515159,0.253500677953634,-0.663570691434468,0.00343360732683481,-0.331269349845201,0.179236912912538,-0.0670794633642931,0.792281643563193,-0.0154878699008269,0.951362947227868,-0.164086687306502,0.513905239687731,-0.471620227038184,0.0499703595118137,0.170278637770898,0.497889796316028,0.0588539056231421,0.816561047903944,-0.285861713106295,0.249289475572989
"GSE117529",0.0560850439882698,0.759846335459197,-0.271260997067449,0.132996381004361,-0.310850439882698,0.0836690741011007,0.657258064516129,6.569282981483e-05,0.787023460410557,9.4110170874918e-07,0.399560117302053,0.0242345879869516,-0.406158357771261,0.0218315955143692,-0.0681818181818182,0.709942582773537,0.237536656891496,0.189838990044018,-0.379398826979472,0.0329751710007988,-0.460410557184751,0.00860032810051434,0.357404692082111,0.0453044394296507,0.167521994134897,0.357935504949297,0.375733137829912,0.0348132761930972,0.0443548387096774,0.809177632310975,0.308284457478006,0.0863557189703195
"GSE133073",0.523809523809524,0.196626984126984,0.571428571428572,0.151140873015873,-0.666666666666667,0.0830853174603175,-0.380952380952381,0.359871031746032,0.0238095238095238,0.976785714285714,0.0714285714285714,0.881994047619048,0.142857142857143,0.75203373015873,-0.357142857142857,0.389384920634921,0.214285714285714,0.619097222222222,0.642857142857143,0.0961805555555556,-0.30952380952381,0.461805555555556,-0.428571428571429,0.299206349206349,-0.166666666666667,0.703323412698413,0.0476190476190476,0.934871031746032,0.523809523809524,0.196626984126984,-0.642857142857143,0.0961805555555556
"GSE134432",-0.116357668320571,1.66287208675937e-14,-0.523916028896533,1.93752611814123e-303,-0.498582808043588,1.67783714453313e-270,0,1,0.181076336672584,3.48583777393797e-33,0.677118609808108,0,0.644632221508845,0,0,1,-0.116991958734612,1.19612702164213e-14,-0.526634627594466,3.83761453984675e-307,-0.507507417640493,8.65940799734782e-282,0,1,0.183712870157025,4.00521983790578e-34,0.632543453936932,0,0.588319766426059,0,0,1
"GSE136614",0.0714285714285714,0.881994047619048,0.857142857142857,0.0107142857142857,0.452380952380952,0.267460317460317,-0.595238095238095,0.132291666666667,0.0476190476190476,0.934871031746032,0.452380952380952,0.267460317460317,0.523809523809524,0.196626984126984,-0.642857142857143,0.0961805555555556,-0.0238095238095238,0.976785714285714,0.595238095238095,0.132291666666667,0.428571428571429,0.299206349206349,-0.833333333333333,0.0153769841269841,-0.19047619047619,0.664583333333333,0.547619047619048,0.170982142857143,0.571428571428572,0.151140873015873,-0.666666666666667,0.0830853174603175
"GSE137390",0.17039897039897,0.319115409343565,0.185328185328185,0.278042476470586,-0.289653589940563,0.0866135261727927,0.39021879021879,0.019269180508935,0.166795366795367,0.329576546880843,0.175546975546976,0.30453973582849,-0.135291934803199,0.431439507335439,0.621364221364221,7.50940090122951e-05,-0.178378378378378,0.296708254901982,-0.05997425997426,0.727465167605238,-0.423270481741437,0.010106204101608,0.485456885456886,0.00299837035200264,0.349185920022897,0.0368530489772034,0.388313277076697,0.0192667002276095,0.285870927224389,0.0909955073217454,-0.309672437735013,0.0660721300229595
"GSE137391",-0.404347826086956,0.0510701088288923,-0.829565217391304,2.09130035820083e-06,-0.815394670286829,1.21080743582095e-06,0,1,0.548695652173913,0.00622729765259453,0.870434782608696,2.52841066878744e-06,0.926723222603324,8.00862573175396e-11,0,1,-0.442608695652174,0.0314790109541833,-0.811304347826087,3.00815156801783e-06,-0.831050247956336,4.93648370514094e-07,0,1,0.551304347826087,0.00594775443745219,0.893913043478261,2.70455528081975e-06,0.941943923115345,6.64394373713404e-12,0,1
"GSE140394",0.572214076246334,0.000769362619083696,-0.752565982404692,2.14069382648762e-06,-0.82728278389574,5.28648384237873e-09,-0.20124633431085,0.268210594747515,-0.398826979472141,0.0245146531811884,0.831744868035191,4.79753828793572e-07,0.851118502403375,6.74322509787575e-10,0.352272727272727,0.0486608135140483,0.479472140762463,0.00599632521427012,-0.788856304985337,9.12238065329678e-07,-0.832783334320579,3.38277938174528e-09,-0.279692082111437,0.121010176373506,-0.528958944281525,0.00214369213912412,0.805351906158358,7.09637387297216e-07,0.8434177318086,1.36100689125557e-09,0.274560117302053,0.128205154028109
"GSE141021",0.5,0.0138592600193132,-0.458260869565217,0.0254684297535378,-0.535248244490174,0.00703414176772761,0.420869565217391,0.0416781847759391,0.0156521739130435,0.943264805825545,0.586086956521739,0.00311708218153141,0.489556321180038,0.0151784098851058,-0.299130434782609,0.155388026731947,-0.0156521739130435,0.943264805825545,-0.44,0.0325840100623002,-0.469103745984072,0.0207515471087447,0.84695652173913,2.14030770975167e-06,-0.0765217391304348,0.721693916394042,0.483478260869565,0.0177733906360118,0.491732127051949,0.0146657833681228,-0.751304347826087,3.70150122764611e-05
"GSE145806",0.699130434782609,0.00021261536526283,-0.632173913043478,0.00118436532617657,-0.659708647906731,0.000452949927841796,0.703478260869565,0.000186927683054887,-0.490434782608696,0.0160269385856915,0.832173913043478,2.06268431279073e-06,0.841487299736008,2.57703713711111e-07,-0.813913043478261,2.77460213331873e-06,0.653913043478261,0.000710965433799916,-0.558260869565217,0.00525344576449979,-0.586214408291544,0.0026090042507266,0.629565217391304,0.00125596742070163,-0.502608695652174,0.0133122554547127,0.867826086956522,2.48935902115791e-06,0.869319437815132,3.53000758173692e-08,-0.853043478260869,2.23652245498616e-06
"GSE149920",0.0178571428571429,0.954008355053701,0.0464285714285714,0.872680732366173,0.0678571428571429,0.812442880003941,0.157142857142857,0.575553597973425,0.360714285714286,0.186968371909737,-0.0607142857142857,0.832426178918744,-0.121428571428571,0.666889120976749,0.910714285714286,0,0.353571428571428,0.196348882690508,0.35,0.201154828000983,0.214285714285714,0.442030420736589,0.417857142857143,0.122661356107404,0.482142857142857,0.0711190615395596,-0.075,0.792571061577752,-0.167857142857143,0.549254918645965,0.864285714285714,0
"GSE152755",0.689723320158103,0.000388008511646345,-0.609683794466403,0.00246666456487757,-0.769458881903964,1.77189142191535e-05,0.527667984189723,0.0106422792177083,-0.58596837944664,0.00390358534306016,0.777667984189723,1.90862087714354e-05,0.765505335946847,2.07835724577771e-05,-0.262845849802372,0.224704381741744,0.49901185770751,0.0164832283506191,-0.512845849802371,0.013400125026534,-0.633061546383416,0.00118592830010703,0.484189723320158,0.0204112607722049,-0.653162055335968,0.000965590709685871,0.847826086956522,1.81651357657891e-06,0.830738844239283,9.23623542472731e-07,-0.374505928853755,0.07911008735317
"GSE153592",0.27972027972028,0.378709233642039,-0.335664335664336,0.286690914249746,-0.321678321678322,0.308312360549134,0.867132867132867,0.000443302209472017,-0.055944055944056,0.868980339326347,0.48951048951049,0.109632452145995,0.258741258741259,0.416938426539878,-0.755244755244755,0.00659654322080617,0.104895104895105,0.749479042672183,-0.195804195804196,0.54287352062982,-0.160839160839161,0.619356169033867,0.874125874125874,0.000308860793053586,-0.223776223776224,0.484911140402735,0.531468531468532,0.0793029394097802,0.391608391608392,0.209564351836237,-0.783216783216783,0.00411545002029303
"GSE162270",0.867905056759546,0,-0.746130030959752,0.000566419441600565,-0.863777089783282,0,0.902992776057791,0,-0.634674922600619,0.00568410841324274,0.550051599587203,0.01975164281787,0.64499484004128,0.00477392319573354,-0.729618163054696,0.000861402586972487,0.550051599587203,0.01975164281787,-0.574819401444788,0.0141379383468187,-0.628482972136223,0.00629439363732694,0.682146542827657,0.00241504366530522,-0.667698658410733,0.00318183601620981,0.61609907120743,0.00767422794252732,0.690402476780186,0.00204870837283481,-0.73374613003096,0.000778523441510805
"GSE162973",0.327472527472527,0.252961030208455,-0.314285714285714,0.273493639241884,-0.551648351648352,0.0438823482545077,0.665934065934066,0.0114755239469799,-0.279120879120879,0.333132291388399,0.2,0.492397631724613,0.731868131868132,0.0041288045763114,-0.701098901098901,0.00686211373106961,0.178021978021978,0.54231558344302,-0.147252747252747,0.615811916244492,-0.191208791208791,0.512091764574596,0.349450549450549,0.220959647874357,-0.252747252747253,0.382464407553375,0.340659340659341,0.233428256854,0.578021978021978,0.0333701819037661,-0.749450549450549,0.00299242476706907
"GSE16404",0.389763177998472,0.0233883029055212,0.166093666922208,0.347832462375502,0.0652406417112299,0.713088680784366,0.254698242933537,0.145734848104555,0.159969442322383,0.364680067975428,0.458858584882604,0.00634187272391272,0.258976317799847,0.138912375768527,0.313980137509549,0.0709620720244836,0.300840336134454,0.0841174424246506,0.346244939508485,0.0448614500100839,0.0194041252864782,0.913454742509142,-0.0294881588999236,0.868451609908745,0.208250572956455,0.236277467398257,0.113072045558817,0.524318071883703,-0.0744079449961803,0.674777228542031,-0.437127578304049,0.0103224254707999
"GSE164614",0.186359319345194,5.82997614053898e-71,-0.0549841703360456,1.8600649080974e-07,-0.135472525255447,4.90909018726264e-38,-0.183915452307204,3.95840155678847e-69,0.222177356263483,8.30361608651604e-101,0.27033968443781,3.86853152585583e-150,0.161047819643956,3.17856104747902e-53,0.137795372395653,2.64902830047169e-39,0.205749410676792,2.048897640411e-86,-0.110829840017767,6.16480809151395e-26,-0.200495462809668,4.58607550806425e-82,-0.295099613512684,7.73928671321088e-180,0.138359463919008,1.29371741276798e-39,0.280504650590977,5.79391603659021e-162,0.20738247020488,8.60277391624371e-88,0.234815277944671,1.04480552630768e-112
"GSE1793",-0.257142857142857,0.658333333333333,-0.257142857142857,0.658333333333333,0.257142857142857,0.658333333333333,0.371428571428571,0.497222222222222,0.771428571428571,0.102777777777778,0.485714285714286,0.355555555555556,-0.942857142857143,0.0166666666666667,-0.885714285714286,0.0333333333333333,0.0285714285714286,1,0.0857142857142857,0.919444444444444,0.0285714285714286,1,0.0857142857142857,0.919444444444444,0.542857142857143,0.297222222222222,0.6,0.241666666666667,-0.657142857142857,0.175,-0.714285714285714,0.136111111111111
"GSE1845",-0.2,0.783333333333333,-0.6,0.35,-0.9,0.0833333333333333,-1,0.0166666666666667,0.4,0.516666666666667,0.7,0.233333333333333,1,0.0166666666666667,0.9,0.0833333333333333,-0.2,0.783333333333333,-0.6,0.35,-0.9,0.0833333333333333,-1,0.0166666666666667,0.3,0.683333333333333,0.6,0.35,0.9,0.0833333333333333,0.8,0.133333333333333
"GSE36879",0.333333333333333,0.427876984126984,-0.619047619047619,0.114980158730159,-0.829515062006253,0.0108579547287212,0.523809523809524,0.196626984126984,0.142857142857143,0.75203373015873,0.571428571428572,0.151140873015873,0.80511756018254,0.0159045622916614,-0.0476190476190476,0.934871031746032,0.5,0.216170634920635,-0.595238095238095,0.132291666666667,-0.87831006565368,0.00410393372003153,0.380952380952381,0.359871031746032,-0.30952380952381,0.461805555555556,0.5,0.216170634920635,0.927105069301107,0.000916180197308203,-0.0952380952380952,0.840128968253968
"GSE38290",-0.335664335664336,0.286690914249746,-0.776223776223776,0.0046598806161296,-0.585968519361791,0.0452665902153635,0.818181818181818,0.00202719852581381,0.461538461538462,0.133836315738433,0.762237762237762,0.00589747599033439,0.775443369933867,0.00304109336903816,-0.832167832167832,0.00144087257368034,-0.41958041958042,0.176577010697551,-0.825174825174825,0.00171859567294698,-0.694741118764279,0.0121584444632987,0.811188811188811,0.00236893039782362,-0.055944055944056,0.868980339326347,0.398601398601399,0.200972975530579,0.635091628769366,0.0264914758689302,-0.65034965034965,0.0259115168459695
"GSE50004",0.493233082706767,0.0286611154091917,-0.876691729323308,0,-0.828571428571429,1.53982745276635e-06,0.842105263157895,0,-0.239097744360902,0.308552434710981,0.914285714285714,3.18884357249621e-06,0.876691729323308,0,-0.571428571428571,0.00963260013001905,0.425563909774436,0.0627223318530756,-0.921804511278196,4.04776171914372e-06,-0.857142857142857,0,0.720300751879699,0.000499771864910519,-0.228571428571429,0.330858523177848,0.926315789473684,4.50555654487548e-06,0.902255639097744,1.60548853858607e-06,-0.548872180451128,0.0135073344323321
"GSE7127",0.369095622119816,0.00308414313743794,-0.647897465437788,2.33620882999321e-08,-0.669690969530956,1.95427123650447e-09,0.773281490015361,0,-0.20185291858679,0.112544381787022,0.8267089093702,0,0.777125713074935,6.99558115313706e-14,-0.808275729646697,0,0.35056643625192,0.00506904179814563,-0.639736943164362,4.00878184975232e-08,-0.625526553060688,4.22435630119558e-08,0.692396313364055,0,-0.215293778801843,0.09019064894241,0.817108294930876,0,0.80295229574994,2.46053882791124e-15,-0.813124039938556,0
"GSE71798",0.241176470588235,0.366896119293005,-0.744117647058824,0.00140414804863029,-0.252941176470588,0.343324055552246,0.852941176470588,0,-0.205882352941176,0.442959117160268,0.720588235294118,0.00230584091415165,0.255882352941176,0.337573524379654,-0.902941176470588,0,0.314705882352941,0.234711639108984,-0.770588235294118,0.000738911833539772,-0.320588235294118,0.225700563793682,0.811764705882353,0.000194873426221882,-0.223529411764706,0.40394112485407,0.758823529411765,0.000996088366608957,0.341176470588235,0.195963361983161,-0.847058823529412,1.02262872984809e-05
"GSE80829",0.0755493720238606,0.587158152933375,-0.604802744425386,2.17811292118418e-06,-0.634786918201515,2.53629304568568e-07,0.803316180674671,0,-0.0537079037243288,0.699708022986467,0.708252334667429,6.16728728986321e-09,0.704505603927245,2.76683481819392e-09,-0.888088431484658,0,0.0206217004363817,0.882336620338,-0.627063083666857,7.68230588817099e-07,-0.640428452092936,1.83561624205896e-07,0.809719839908519,0,-0.0320189064076907,0.818213524021034,0.765732799695064,0,0.71838072782236,9.60663266354708e-10,-0.894110920526015,0
"GSE85656_1",-0.461538461538462,0.133836315738433,0.657342657342657,0.0239810831714622,0.657342657342657,0.0239810831714622,0.748251748251748,0.00735320726192815,0.622377622377623,0.0348001228553438,-0.426573426573427,0.168899525405203,-0.531468531468532,0.0793029394097802,-0.706293706293706,0.0132861135216472,-0.741258741258741,0.0081706398158992,0.657342657342657,0.0239810831714622,0.727272727272727,0.0100009174971863,0.832167832167832,0.00144087257368034,0.300699300699301,0.342483375440193,-0.0769230769230769,0.817283290706317,-0.244755244755245,0.443504275627885,-0.447552447552448,0.147205377767155
"GSE9118",-0.318681318681319,0.266538195204492,-0.630769230769231,0.018165559476338,-0.736263736263736,0.00381884760833046,0.630769230769231,0.018165559476338,0.323076923076923,0.259694006767029,0.951648351648352,0,0.701098901098901,0.00686211373106961,-0.446153846153846,0.111894050319888,-0.454945054945055,0.104380288916604,-0.648351648351648,0.0145264436158747,-0.621978021978022,0.0202287147773164,0.652747252747253,0.013711381946849,0.27032967032967,0.349143388060547,0.868131868131868,7.56920550084314e-06,0.723076923076923,0.00480501889144446,-0.446153846153846,0.111894050319888
"GSE99867",0.104895104895105,0.749479042672183,-0.86013986013986,0.000597084260510472,-0.909090909090909,0,0.685314685314685,0.0173050234870596,0.251748251748252,0.430115288763099,0.965034965034965,0,0.874125874125874,0.000308860793053586,-0.41958041958042,0.176577010697551,0.230769230769231,0.470905693526396,-0.811188811188811,0.00236893039782362,-0.867132867132867,0.000443302209472018,0.699300699300699,0.0145393118705073,0.307692307692308,0.330862674250893,0.93006993006993,0,0.811188811188811,0.00236893039782362,-0.314685314685315,0.319471912561452
"NCI60",0.193454120397428,0.141832028264852,-0.183343074225599,0.164169020798703,-0.209561939362988,0.111164872378974,0.165809468147282,0.208884325851094,-0.0628287551139685,0.635565556545947,0.711805961426067,0,0.511616353706292,3.45261455729233e-05,-0.248801870251315,0.0576356122487705,-0.0811221507890123,0.540366335909046,0.1531268264173,0.246210206377355,0.147929512906909,0.263515126217171,-0.0921098772647575,0.4867629876887,-0.135476329631794,0.305402065251096,0.761601402688486,0,0.591893392812432,7.91967213079539e-07,-0.330391583869083,0.010911057605671
