"","Melanocytic","Transitory","Neural.crest.like","Undifferentiated"
"merck_cd45negcd90neg_PL3_S205",4.0307,5.2583,2.5907,-3.0511
"merck_cd45negcd90neg_PL3_S240",4.302,6.9688,0.9115,-4.7126
"merck_cd45negcd90neg_PL3_S248",2.1409,0.9524,2.482,-0.6115
"merck_cd45negcd90neg_PL3_S209",2.2632,2.1258,3.1279,0.2819
"merck_cd45negcd90neg_PL3_S252",3.6631,4.278,1.4487,-2.8108
"merck_cd45negcd90neg_PL3_S198",6.362,3.5471,2.6823,-0.5964
"merck_cd45negcd90neg_PL3_S196",0.9838,2.9698,1.9901,1.2099
"merck_cd45negcd90neg_PL3_S208",3.1782,4.4788,2.988,-2.8218
"merck_cd45negcd90neg_PL3_S230",3.5375,4.6133,2.4923,-4.195
"merck_cd45negcd90neg_PL3_S274",5.0692,3.612,3.677,1.3055
"merck_cd45negcd90neg_PL3_S271",3.2402,2.847,3.8675,-0.8562
"merck_cd45negcd90neg_PL3_S255",4.3875,5.0974,2.1024,-4.8485
"merck_cd45negcd90neg_PL3_S272",3.0442,3.0021,1.8639,0.0239
"merck_cd45negcd90neg_PL3_S256",3.3291,3.4989,2.007,1.7672
"merck_cd45negcd90neg_PL3_S253",4.5561,4.5565,3.5187,-1.132
"merck_cd45negcd90neg_PL3_S235",1.5723,1.8207,2.6866,0.5712
"merck_cd45negcd90neg_PL3_S218",4.5233,5.3588,2.8758,-2.5213
"merck_cd45negcd90neg_PL3_S193",3.2028,5.5524,0.4961,-5.6422
"merck_cd45negcd90neg_PL3_S207",4.9568,4.2358,1.8307,-2.4247
"merck_cd45negcd90neg_PL3_S239",3.2985,5.4931,2.6408,-1.8653
"merck_cd45negcd90neg_PL3_S242",3.0001,2.2392,3.9861,-0.3639
"Merck_CD45neg_EPCAMpos_pl4_S108",4.6351,6.7809,2.6558,-0.3411
"Merck_CD45neg_EPCAMpos_pl4_S164",2.2734,5.3837,2.5114,-1.7572
"Merck_CD45neg_EPCAMpos_pl4_S131",4.6413,2.3358,4.2109,0.0644
"Merck_CD45neg_EPCAMpos_pl4_S168",1.2135,2.9742,4.6126,1.4392
"Merck_CD45neg_EPCAMpos_pl4_S127",2.9422,2.7661,2.7256,-1.4039
"Merck_CD45neg_EPCAMpos_pl4_S166",3.5079,1.5816,1.7676,-3.5402
"Merck_CD45neg_EPCAMpos_pl4_S137",3.5891,4.9004,3.7203,0.9169
"Merck_CD45neg_EPCAMpos_pl4_S157",3.4614,0.071,1.5563,1.0079
"Merck_CD45neg_EPCAMpos_pl4_S175",3.5658,1.4804,5.3672,0.4067
"Merck_CD45neg_EPCAMpos_pl4_S124",3.3144,4.856,3.0555,-3.9809
"Merck_CD45neg_EPCAMpos_pl4_S107",2.0309,-0.5658,1.1451,-0.024
"Merck_CD45neg_EPCAMpos_pl4_S177",4.6427,4.7218,1.6191,-3.4928
"Merck_CD45neg_EPCAMpos_pl4_S171",3.7704,5.0704,2.0259,-4.6645
"Merck_CD45neg_EPCAMpos_pl4_S133",4.6635,5.5252,1.3318,-6.4198
"Merck_CD45neg_EPCAMpos_pl4_S185",3.7712,4.0401,3.8911,-3.5538
"Merck_CD45neg_EPCAMpos_pl4_S128",2.992,3.2562,2.5121,-0.9309
"Merck_CD45neg_EPCAMpos_pl4_S140",1.834,4.6413,3.3769,3.6651
"Merck_CD45neg_EPCAMpos_pl4_S145",2.0076,1.5125,3.0565,-1.5887
"Merck_CD45neg_EPCAMpos_pl4_S123",3.6267,3.1602,2.3908,-1.2608
"Merck_CD45neg_EPCAMpos_pl4_S190",3.7252,5.2075,1.5055,-4.0723
"Merck_CD45neg_EPCAMpos_pl4_S97",2.9716,6.0648,0.1171,-5.538
"Merck_CD45neg_EPCAMpos_pl4_S176",3.0022,4.2159,2.9394,-3.0129
"Merck_CD45neg_EPCAMpos_pl4_S188",2.0074,1.7094,3.4106,0.4486
"Merck_CD45neg_EPCAMpos_pl4_S138",1.3545,3.5521,4.0953,2.3894
"Merck_CD45neg_EPCAMpos_pl4_S170",4.0202,2.1993,4.1756,-0.5719
"Merck_CD45neg_EPCAMpos_pl4_S132",3.2983,2.9411,2.6719,1.3873
"Merck_CD45neg_EPCAMpos_pl4_S119",2.4115,5.4227,0.1739,-5.0291
"Merck_CD45neg_EPCAMpos_pl4_S162",4.3659,5.9819,2.3203,-2.1731
"Merck_CD45neg_EPCAMpos_pl4_S142",1.8992,3.2625,2.5734,-1.7724
"Merck_CD45neg_EPCAMpos_pl4_S187",3.2124,3.209,0.3645,-2.362
"Merck_CD45neg_EPCAMpos_pl4_S143",3.4468,5.165,2.8729,-3.2023
"Merck_CD45neg_EPCAMpos_pl4_S172",4.6136,3.0496,3.3219,-0.0262
"Merck_CD45neg_EPCAMpos_pl4_S181",2.729,3.1915,5.0222,0.6907
"Merck_CD45neg_EPCAMpos_pl4_S101",4.5763,3.6164,0.8751,-3.9821
"Merck_CD45neg_EPCAMpos_pl4_S103",2.1565,2.4874,4.7611,1.1658
"Merck_CD45neg_EPCAMpos_pl4_S149",3.4274,1.1279,0.8761,-0.691
"Merck_CD45neg_EPCAMpos_pl4_S139",3.7773,3.4052,3.5065,-1.3389
"Merck_CD45neg_EPCAMpos_pl4_S165",4.1765,2.429,2.8078,0.0051
"Merck_CD45neg_EPCAMpos_pl4_S184",4.0369,5.5746,2.5706,-4.0314
"Merck_CD45neg_EPCAMpos_pl4_S106",1.9798,2.6709,3.925,2.2346
"Merck_CD45neg_EPCAMpos_pl4_S158",3.1436,3.8374,3.5248,-1.6587
"Merck_CD45neg_EPCAMpos_pl4_S144",4.8657,5.0542,1.4116,-3.3827
"Merck_CD45neg_EPCAMpos_pl4_S121",4.542,4.8793,2.9441,-2.0298
"Merck_CD45neg_EPCAMpos_pl4_S173",3.879,5.361,0.7851,-3.0913
"Merck_CD45neg_EPCAMpos_pl4_S178",2.3935,5.3094,1.5126,-7.1367
"Merck_CD45neg_EPCAMpos_pl4_S161",2.7178,2.2746,4.2642,1.9774
"cy102_CD45neg_CD90neg_S94",5.3646,-0.8539,0.0177,-3.0448
"cy102_CD45neg_CD90neg_S2",6.1113,1.8529,-0.1696,-3.0971
"cy102_CD45neg_CD90neg_S6",6.0402,1.092,2.4254,-0.6955
"cy110_CD45neg_CD90neg_S221",0.3317,-1.2209,3.3134,1.5817
"cy110_CD45neg_CD90neg_S251",-1.3198,-0.9344,0.5507,-4.0672
"cy103_CD45neg_CD90neg_S104",6.7938,1.5209,1.4493,-2.3597
"cy102_CD45neg_CD90neg_S27",5.0763,0.7628,-0.2924,-2.385
"cy110_CD45neg_CD90neg_S201",1.2957,-1.518,3.8218,0.7711
"cy103_CD45neg_CD90neg_S106",7.9033,0.0602,2.6816,-1.2039
"cy110_CD45neg_CD90neg_S206",0.4317,0.5384,1.5251,1.2952
"cy103_CD45neg_CD90neg_S149",4.5128,0.7264,2.9952,0.4
"cy103_CD45neg_CD90neg_S131",6.6691,2.0988,1.6141,-2.0011
"cy102_CD45neg_CD90neg_S82",4.6919,2.2376,-1.5108,-2.7344
"cy103_CD45neg_CD90neg_S116",6.2934,0.698,0.9554,-2.5473
"cy103_CD45neg_CD90neg_S126",4.9865,-0.3416,5.6662,0.1315
"cy102_CD45neg_CD90neg_S33",5.0212,0.1948,0.388,-2.7124
"cy102_CD45neg_CD90neg_S51",4.793,-0.0963,3.3344,1.176
"cy102_CD45neg_CD90neg_S22",4.8382,0.4801,-1.2655,-3.7051
"cy103_CD45neg_CD90neg_S169",6.1392,1.0649,3.0035,-0.3433
"cy102_CD45neg_CD90neg_S91",5.4522,-0.6418,-0.5041,-4.8407
"cy112_CD45neg_CD90neg_S323",0.8859,3.8844,3.9239,0.7985
"cy103_CD45neg_CD90neg_S108",5.6036,1.3554,2.9862,0.8295
"cy102_CD45neg_CD90neg_S7",5.1183,-0.092,0.2244,-3.0468
"cy103_CD45neg_CD90neg_S166",4.3596,-0.21,2.6573,1.9848
"cy103_CD45neg_CD90neg_S164",6.0288,-0.089,2.32,-4.0445
"cy110_CD45neg_CD90neg_S286",-1.0539,-0.3159,3.1589,0.7639
"cy102_CD45neg_CD90neg_S62",5.2055,1.8146,1.1989,-4.0903
"cy110_CD45neg_CD90neg_S208",-1.667,-3.91,-0.4809,-4.6697
"cy110_CD45neg_CD90neg_S256",-2.2009,-1.1188,-0.3133,-4.8064
"cy103_CD45neg_CD90neg_S185",4.4101,1.6758,2.566,-0.9629
"cy102_CD45neg_CD90neg_S93",4.6278,-0.7237,-0.414,-4.1081
"cy110_CD45neg_CD90neg_S266",2.137,-0.4728,2.7994,0.5435
"cy102_CD45neg_CD90neg_S80",4.9703,1.3661,-1.1119,-3.9929
"cy112_CD45neg_CD90neg_S340",2.1712,5.1009,4.948,-0.2322
"cy103_CD45neg_CD90neg_S160",6.6909,0.8769,1.6831,-3.3795
"cy103_CD45neg_CD90neg_S154",7.0907,2.8696,2.7181,-3.1752
"cy102_CD45neg_CD90neg_S75",3.8739,1.3424,0.2147,-4.2042
"cy103_CD45neg_CD90neg_S139",5.118,1.3025,3.3101,-0.8658
"cy103_CD45neg_CD90neg_S153",5.6993,0.2653,2.7254,0.4812
"cy110_CD45neg_CD90neg_S249",0.1192,-2.0668,1.6916,-2.9445
"cy110_CD45neg_CD90neg_S248",-1.9146,0.7044,0.9118,-4.5904
"cy110_CD45neg_CD90neg_S200",-0.3872,-0.5143,1.2071,1.7238
"cy102_CD45neg_CD90neg_S55",3.8555,2.2767,-0.1407,-2.2042
"cy103_CD45neg_CD90neg_S182",5.074,2.2589,2.64,-1.692
"cy102_CD45neg_CD90neg_S11",4.8625,0.3342,-1.769,-4.0465
"cy110_CD45neg_CD90neg_S241",-2.7191,-1.3689,1.0062,-2.162
"cy102_CD45neg_CD90neg_S4",3.1884,0.7968,0.1889,-1.539
"cy103_CD45neg_CD90neg_S133",5.8677,1.9896,0.3962,-3.6322
"cy110_CD45neg_CD90neg_S229",-1.457,-2.5834,0.7324,-3.8388
"cy103_CD45neg_CD90neg_S138",5.9463,2.6417,3.9172,1.2274
"cy102_CD45neg_CD90neg_S74",3.3233,2.1635,-1.1423,-2.5999
"cy102_CD45neg_CD90neg_S73",4.426,3.087,3.0674,-0.0472
"cy102_CD45neg_CD90neg_S34",2.5757,0.496,-1.3301,-2.9831
"cy102_CD45neg_CD90neg_S24",4.7205,0.5102,-2.2428,-5.6367
"cy103_CD45neg_CD90neg_S161",6.9159,0.1748,0.8273,-5.2073
"cy103_CD45neg_CD90neg_S125",7.2932,1.1854,2.5275,-1.6349
"cy103_CD45neg_CD90neg_S141",5.9889,-0.6451,0.3376,-1.4281
"cy110_CD45neg_CD90neg_S238",-2.9683,-0.6964,-0.2124,-6.17
"cy110_CD45neg_CD90neg_S209",-0.9645,-1.797,1.46,-1.3165
"cy103_CD45neg_CD90neg_S150",6.5839,-1.6404,0.6771,-3.9881
"cy102_CD45neg_CD90neg_S20",4.8853,0.7374,2.1594,0.8791
"cy102_CD45neg_CD90neg_S29",4.9173,0.5443,2.3565,1.411
"cy110_CD45neg_CD90neg_S193",-1.0271,-0.7703,2.7538,-0.3325
"cy102_CD45neg_CD90neg_S35",3.5434,4.0193,-0.142,-2.7142
"cy103_CD45neg_CD90neg_S123",6.6748,2.4903,2.8884,-1.6852
"cy102_CD45neg_CD90neg_S9",4.902,-0.0755,2.3737,0.5841
"cy103_CD45neg_CD90neg_S173",6.4688,1.0791,2.5174,-3.2788
"cy112_CD45neg_CD90neg_S310",2.1093,4.2482,3.7748,0.2949
"cy102_CD45neg_CD90neg_S81",3.9508,2.118,0.1329,-3.4946
"cy110_CD45neg_CD90neg_S198",-1.6806,0.5274,1.9262,-0.5024
"cy102_CD45neg_CD90neg_S66",5.832,1.0372,-0.3117,-5.0083
"cy102_CD45neg_CD90neg_S68",5.6785,1.5761,0.2494,-2.1146
"cy102_CD45neg_CD90neg_S43",5.3123,1.2984,0.3949,-2.2085
"cy102_CD45neg_CD90neg_S23",4.6778,-0.5367,-1.2472,-3.8375
"cy102_CD45neg_CD90neg_S57",4.1506,0.5167,-0.4249,-4.4192
"cy103_CD45neg_CD90neg_S172",7.3759,-0.42,2.3069,-2.1638
"cy110_CD45neg_CD90neg_S232",2.9098,0.936,4.3371,0.5825
"cy103_CD45neg_CD90neg_S181",6.6644,0.756,2.1617,-2.1746
"cy110_CD45neg_CD90neg_S250",-4.0061,-2.1143,-0.2697,-5.0629
"cy103_CD45neg_CD90neg_S135",3.8273,0.4675,4.7096,0.2967
"cy110_CD45neg_CD90neg_S246",-2.0636,-2.7219,-0.4923,-2.9983
"cy110_CD45neg_CD90neg_S216",-0.206,0.0475,0.6896,-2.1448
"cy103_CD45neg_CD90neg_S180",6.7899,-1.366,2.6314,-0.7654
"cy110_CD45neg_CD90neg_S278",-1.0319,-0.3998,0.7128,-4.024
"cy103_CD45neg_CD90neg_S122",5.2159,-0.0849,0.4309,-2.7713
"cy110_CD45neg_CD90neg_S287",2.1936,1.0053,3.6222,-0.0603
"cy103_CD45neg_CD90neg_S140",6.9039,0.5442,1.8589,-1.692
"cy102_CD45neg_CD90neg_S30",6.2484,1.3059,0.1035,-1.7483
"cy102_CD45neg_CD90neg_S15",4.3373,-0.0285,3.2294,2.338
"cy103_CD45neg_CD90neg_S119",6.1402,-1.7332,1.9566,-1.0125
"cy110_CD45neg_CD90neg_S218",0.5256,-0.0854,3.1745,-0.1959
"cy102_CD45neg_CD90neg_S1",3.8275,-1.2238,-3.3376,-5.0884
"cy103_CD45neg_CD90neg_S128",5.8405,2.1316,3.4552,-1.3265
"cy102_CD45neg_CD90neg_S64",4.7098,1.4581,-0.2686,-4.5025
"cy103_CD45neg_CD90neg_S99",5.3455,-0.0028,2.6188,-0.2786
"cy102_CD45neg_CD90neg_S83",5.284,0.5479,0.7941,-3.2644
"cy110_CD45neg_CD90neg_S194",-3.4248,-0.7291,1.078,-2.6592
"cy110_CD45neg_CD90neg_S237",-0.8401,-2.487,-0.3964,-4.3702
"cy102_CD45neg_CD90neg_S84",3.7222,0.1108,0.2064,-3.1106
"cy102_CD45neg_CD90neg_S40",4.2625,-0.5289,-0.278,-2.285
"cy103_CD45neg_CD90neg_S163",5.8955,2.0056,1.3844,-1.3273
"cy103_CD45neg_CD90neg_S178",4.5934,-1.5045,0.0317,-2.2918
"cy103_CD45neg_CD90neg_S130",6.2384,2.6233,2.6238,-1.6039
"cy103_CD45neg_CD90neg_S168",5.4644,-0.3136,-0.2734,-5.0217
"cy103_CD45neg_CD90neg_S184",3.4897,0.6528,3.8596,-0.1137
"cy103_CD45neg_CD90neg_S100",4.8551,1.9659,5.0344,-2.2851
"cy102_CD45neg_CD90neg_S95",5.2642,0.8424,-1.454,-1.898
"cy110_CD45neg_CD90neg_S223",-1.4717,-1.4778,-0.2013,-2.6883
"cy103_CD45neg_CD90neg_S189",7.3969,1.5584,2.7493,-1.5442
"cy103_CD45neg_CD90neg_S137",5.1972,-1.0931,3.0301,-0.5257
"cy102_CD45neg_CD90neg_S92",4.1568,1.046,0.0139,-4.8342
"cy112_CD45neg_CD90neg_S341",2.6224,4.7141,4.9518,-0.0027
"cy110_CD45neg_CD90neg_S276",-1.0276,-1.7378,0.9292,-3.749
"cy103_CD45neg_CD90neg_S136",5.5993,0.5074,1.6286,-4.139
"cy102_CD45neg_CD90neg_S53",4.5263,0.9514,2.9141,1.493
"cy102_CD45neg_CD90neg_S48",5.673,-0.9366,-1.0947,-1.9799
"cy110_CD45neg_CD90neg_S267",-2.2419,-1.3012,0.3454,-4.0816
"cy102_CD45neg_CD90neg_S49",5.029,1.2622,2.5445,0.1785
"cy110_CD45neg_CD90neg_S255",-0.2573,-1.5539,1.1325,-0.0978
"cy103_CD45neg_CD90neg_S162",2.5505,-0.5328,2.1947,-3.5272
"cy102_CD45neg_CD90neg_S54",4.9697,1.1049,-0.7406,-3.7964
"cy103_CD45neg_CD90neg_S109",4.1149,-0.3792,2.1203,-0.0621
"cy103_CD45neg_CD90neg_S188",2.1705,0.2579,3.665,-3.1636
"cy103_CD45neg_CD90neg_S145",6.7027,1.7953,2.0605,-0.6286
"cy102_CD45neg_CD90neg_S69",5.6122,0.3128,0.8795,-1.3582
"cy102_CD45neg_CD90neg_S60",5.5628,1.8559,-0.6436,-3.072
"cy110_CD45neg_CD90neg_S254",-1.7522,-0.4098,1.3509,-0.1297
"cy102_CD45neg_CD90neg_S17",4.036,0.478,-0.6679,-3.4961
"cy103_CD45neg_CD90neg_S190",2.8368,-1.0187,4.5045,0.3516
"cy102_CD45neg_CD90neg_S58",5.6363,0.8916,-0.4955,-4.7662
"cy110_CD45neg_CD90neg_S252",-1.2515,0.3341,1.0376,-0.375
"cy102_CD45neg_CD90neg_S65",7.3762,2.7181,0.9933,-1.4039
"cy102_CD45neg_CD90neg_S13",4.0534,0.0386,4.4462,1.4042
"cy102_CD45neg_CD90neg_S90",4.716,0.6903,-1.296,-5.0655
"cy102_CD45neg_CD90neg_S32",4.4633,3.1652,0.8422,-2.3828
"cy102_CD45neg_CD90neg_S19",4.9695,0.9844,1.005,-0.8443
"cy110_CD45neg_CD90neg_S205",-1.1234,-1.2812,-0.4603,-4.1229
"cy102_CD45neg_CD90neg_S46",4.0174,1.2971,0.4495,-2.7381
"cy102_CD45neg_CD90neg_S61",5.8359,2.5087,1.2989,-0.3678
"cy102_CD45neg_CD90neg_S31",4.7504,-0.5107,3.1146,-0.288
"cy103_CD45neg_CD90neg_S152",5.2734,0.3655,0.9515,-3.6065
"cy103_CD45neg_CD90neg_S118",3.1506,2.4512,2.3249,-1.1248
"cy112_CD45neg_CD90neg_S330",4.4267,2.5851,3.9566,0.6064
"cy103_CD45neg_CD90neg_S165",6.3682,-0.178,1.3591,-2.4331
"cy110_CD45neg_CD90neg_S213",3.0247,-1.5013,2.8612,-0.9532
"cy110_CD45neg_CD90neg_S285",-1.4273,0.7683,1.7523,-2.5573
"cy103_CD45neg_CD90neg_S157",2.5917,0.1717,1.7155,-1.539
"cy102_CD45neg_CD90neg_S36",5.2347,0.3316,-1.2139,-3.8715
"cy103_CD45neg_CD90neg_S114",5.5186,0.5596,2.387,-1.0106
"cy102_CD45neg_CD90neg_S78",2.7114,1.2177,-2.8135,-3.2504
"cy112_CD45neg_CD90neg_S291",2.9549,2.995,3.7024,-2.4806
"cy103_CD45neg_CD90neg_S120",4.4823,0.1868,2.6796,-3.0874
"cy102_CD45neg_CD90neg_S76",3.5677,1.1476,0.6694,-3.7192
"cy103_CD45neg_CD90neg_S159",2.1656,-1.2249,-0.9575,-0.8609
"cy110_CD45neg_CD90neg_S282",1.5397,-2.3131,1.3566,-2.5974
"cy110_CD45neg_CD90neg_S235",2.9413,0.847,2.5181,2.7172
"cy110_CD45neg_CD90neg_S203",-1.5265,-1.8903,-0.8636,-3.3901
"cy103_CD45neg_CD90neg_S134",6.8084,0.9407,2.4105,-1.0793
"cy103_CD45neg_CD90neg_S115",6.6745,-0.9317,2.6054,-0.746
"cy102_CD45neg_CD90neg_S88",4.185,0.7264,-0.8039,-2.8307
"cy103_CD45neg_CD90neg_S97",3.8003,0.5123,1.202,-5.2199
"cy110_CD45neg_CD90neg_S202",1.933,-0.211,2.8243,-0.4324
"cy110_CD45neg_CD90neg_S197",2.7906,0.9836,4.4118,2.0833
"cy102_CD45neg_CD90neg_S5",5.1405,2.8815,0.2752,-1.3616
"cy102_CD45neg_CD90neg_S59",5.4418,1.2111,0.4624,-4.2205
"cy102_CD45neg_CD90neg_S77",6.4853,0.9846,-1.6105,-2.4966
"cy102_CD45neg_CD90neg_S37",2.7041,0.6247,3.061,-2.1706
"cy103_CD45neg_CD90neg_S105",5.1501,2.8479,2.7934,-0.0884
"cy103_CD45neg_CD90neg_S151",6.4749,0.5109,0.7364,-3.3082
"cy102_CD45neg_CD90neg_S79",4.4336,1.4338,0.2728,-4.8422
"cy110_CD45neg_CD90neg_S288",2.7511,0.0192,4.1082,-0.0377
"cy103_CD45neg_CD90neg_S143",4.9243,0.011,2.2352,-0.9745
"cy102_CD45neg_CD90neg_S85",6.226,0.7129,0.1621,-2.988
"cy103_CD45neg_CD90neg_S179",4.2308,2.5478,3.7808,-0.8584
"cy102_CD45neg_CD90neg_S86",3.1443,-0.2061,-1.7021,-3.7944
"cy102_CD45neg_CD90neg_S47",3.4016,1.6915,0.2114,-2.2803
"cy102_CD45neg_CD90neg_S18",3.1492,1.9346,-1.6148,-3.8767
"cy110_CD45neg_CD90neg_S271",1.5962,0.9139,2.795,0.7859
"cy103_CD45neg_CD90neg_S186",3.6453,-0.7653,3.2305,-1.4344
"cy112_CD45neg_CD90neg_S297",1.8458,4.876,5.1141,-1.297
"cy112_CD45neg_CD90neg_S348",2.6237,4.2041,5.7887,-0.554
"cy102_CD45neg_CD90neg_S45",5.3462,1.521,-2.6204,-4.5734
"cy112_CD45neg_CD90neg_S320",1.2281,3.5683,3.3055,-0.0368
"cy102_CD45neg_CD90neg_S42",5.0733,1.9096,-1.0856,-4.1371
"cy110_CD45neg_CD90neg_S243",-1.4957,-1.0277,1.2383,-4.4518
"cy112_CD45neg_CD90neg_S314",3.6208,4.6511,3.6477,-2.4077
"cy102_CD45neg_CD90neg_S89",5.5553,0.8919,-1.6361,-3.5819
"cy102_CD45neg_CD90neg_S16",4.6682,1.8991,0.3913,-4.3191
"cy102_CD45neg_CD90neg_S71",4.9718,1.8197,1.4576,-1.5676
"cy110_CD45neg_CD90neg_S226",-0.2731,-2.0145,0.4828,-1.0506
"cy103_CD45neg_CD90neg_S110",5.7097,0.2147,0.9313,-2.0182
"cy103_CD45neg_CD90neg_S155",6.4474,0.0677,3.2723,-0.5615
"cy110_CD45neg_CD90neg_S225",-2.1845,-0.8363,1.6006,-4.2666
"cy102_CD45neg_CD90neg_S72",5.7665,1.689,-1.6551,-3.205
"cy102_CD45neg_CD90neg_S26",4.6399,1.5875,0.0097,-0.0298
"cy102_CD45neg_CD90neg_S50",4.3048,2.0797,2.6457,0.231
"cy110_CD45neg_CD90neg_S212",-1.6721,-0.1716,1.8671,-2.4132
"cy103_CD45neg_CD90neg_S127",6.784,1.0471,1.6998,-2.9394
"cy102_CD45neg_CD90neg_S14",4.5697,2.7646,-0.6152,-2.8911
"cy103_CD45neg_CD90neg_S107",7.2362,1.5038,3.1516,-1.723
"cy103_CD45neg_CD90neg_S101",6.4496,1.9258,3.7239,-1.7798
"cy103_CD45neg_CD90neg_S183",6.0809,0.7157,0.7007,-4.4375
"cy103_CD45neg_CD90neg_S129",4.6857,-0.304,1.9902,-1.1975
"cy112_CD45neg_CD90neg_S299",3.7104,2.9119,5.4711,1.8984
"cy102_CD45neg_CD90neg_S21",3.7794,1.476,-0.9015,-3.4034
"cy103_CD45neg_CD90neg_S170",6.6497,0.2727,2.3345,-2.6552
"cy110_CD45neg_CD90neg_S264",3.4719,0.1286,3.1181,2.2833
"cy103_CD45neg_CD90neg_S156",6.1956,-1.45,-0.1571,-2.7793
"cy110_CD45neg_CD90neg_S275",-1.7946,-2.3457,0.3437,-5.4781
"cy110_CD45neg_CD90neg_S277",2.6632,-0.524,3.58,3.0451
"cy102_CD45neg_CD90neg_S67",3.9661,0.826,-0.7387,-3.4705
"cy102_CD45neg_CD90neg_S63",2.9556,1.4756,-1.929,-4.6275
"cy102_CD45neg_CD90neg_S28",6.7197,1.8268,1.4056,-3.6671
"cy112_CD45neg_CD90neg_S358",-0.6411,5.0833,5.1983,2.2508
"cy110_CD45neg_CD90neg_S234",1.7376,-0.7581,4.7531,-0.188
"cy106_CD45neg_S330",-0.2753,1.7083,3.1876,1.7448
"cy106_CD45neg_S293",0.0443,-0.0983,2.9754,1.6024
"cy105_CD45neg_S220",-0.2892,2.2411,3.8931,1.0111
"cy106_CD45neg_S376",-1.2048,0.6235,3.3604,-0.0957
"cy106_CD45neg_S370",-0.7981,1.5377,1.0985,1.7021
"cy105_CD45neg_S288",6.1689,0.6507,1.7966,-3.6992
"cy106_CD45neg_S348",2.96,-1.5962,2.8625,1.7283
"cy105_CD45neg_S236",6.8515,1.774,-0.3912,-4.6593
"cy106_CD45neg_S383",1.248,2.1306,4.583,2.2656
"cy106_CD45neg_S332",2.2437,0.845,2.1997,2.7276
"cy106_CD45neg_S335",2.6982,2.446,4.4638,3.3489
"cy106_CD45neg_S328",0.1522,-0.5703,0.8195,1.358
"cy106_CD45neg_S343",0.6188,1.6009,4.4219,3.9164
"cy106_CD45neg_S317",1.2362,1.026,3.8323,2.1444
"cy106_CD45neg_S375",1.7276,1.6144,2.8415,3.836
"cy106_CD45neg_S303",0.2994,1.1527,3.2575,0.5359
"cy106_CD45neg_S315",-1.3132,-0.2938,3.2046,-0.1337
"cy105_CD45neg_S278",2.7531,0.0763,3.0138,0.7918
"cy106_CD45neg_S356",1.4464,-0.9017,4.1008,2.1672
"cy106_CD45neg_S296",-0.9401,0.0629,2.283,2.5144
"cy106_CD45neg_S320",1.1304,2.4592,3.1853,4.0795
"cy106_CD45neg_S369",-2.405,0.3027,2.0432,1.1856
"cy106_CD45neg_S380",-1.6925,0.1874,1.8876,2.6734
"cy106_CD45neg_S373",-0.2637,1.9588,1.1361,0.8722
"cy106_CD45neg_S381",1.4478,0.6439,0.8643,4.3221
"cy106_CD45neg_S377",-0.2312,0.1912,1.2379,1.783
