"","Melanocytic","Transitory","Neural.crest.like","Undifferentiated"
"cy103_CD45neg_CD90neg_S85",5.9263,1.0109,2.3071,-1.297
"cy103_CD45neg_CD90neg_S21",4.343,0.0381,2.4668,1.2458
"cy110_CD45neg_CD90neg_S149",-2.333,0.6846,1.6418,-4.2107
"cy110_CD45neg_CD90neg_S145",-0.1709,-1.4771,-0.0373,-1.8677
"cy103_CD45neg_CD90neg_S55",5.9352,-0.0667,3.5784,-1.839
"cy103_CD45neg_CD90neg_S66",5.1322,1.3017,4.3511,1.776
"cy103_CD45neg_CD90neg_S54",5.3669,1.715,3.6454,0.984
"cy103_CD45neg_CD90neg_S46",6.3501,0.6577,2.3639,-1.1936
"cy103_CD45neg_CD90neg_S8",6.6067,1.2389,2.3492,0.9064
"cy103_CD45neg_CD90neg_S81",7.7985,-0.5238,4.3219,-1.3723
"cy103_CD45neg_CD90neg_S62",5.0629,3.5362,1.7636,0.2091
"cy110_CD45neg_CD90neg_S147",-1.9297,0.2558,1.0284,-3.7602
"cy103_CD45neg_CD90neg_S67",3.5514,-0.6608,2.6349,-0.0147
"cy103_CD45neg_CD90neg_S31",6.6146,2.1201,2.9767,-0.3968
"cy103_CD45neg_CD90neg_S12",3.8571,0.4154,4.1156,0.2112
"cy110_CD45neg_CD90neg_S180",-3.7972,-1.2873,0.1739,-1.4458
"CY106_CD45neg_CD90neg_S341",0.7994,-1.1026,2.0424,1.5853
"CY106_CD45neg_CD90neg_S291",0.7689,2.7314,1.8504,3.6487
"CY106_CD45neg_CD90neg_S301",1.9855,-0.9607,4.596,4.5438
"CY106_CD45neg_CD90neg_S378",1.9048,1.7925,1.7798,4.7034
"CY106_CD45neg_CD90neg_S310",1.7173,0.3149,3.9556,1.8947
"CY106_CD45neg_CD90neg_S354",-1.2391,0.5067,2.6443,-0.3145
"CY106_CD45neg_CD90neg_S292",-0.7768,-0.3445,1.2373,2.0521
"CY106_CD45neg_CD90neg_S302",0.8938,1.9056,2.3002,0.0668
"CY106_CD45neg_CD90neg_S294",-0.4415,1.7864,2.7704,3.0039
"CY106_CD45neg_CD90neg_S374",1.5707,1.3596,2.6392,2.6721
"CY106_CD45neg_CD90neg_S382",1.2787,0.4014,2.7835,3.8211
"CY106_CD45neg_CD90neg_S326",0.8261,0.6337,2.717,3.1203
"CY106_CD45neg_CD90neg_S297",1.5935,-0.8599,2.2703,1.6081
"CY106_CD45neg_CD90neg_S356",-0.7151,0.9239,3.4656,1.1647
"CY106_CD45neg_CD90neg_S328",0.8159,-1.0365,0.2908,2.5267
"CY106_CD45neg_CD90neg_S338",-0.6276,-0.536,4.0929,1.1291
"CY106_CD45neg_CD90neg_S323",2.8848,2.6282,3.3703,0.1811
"CY106_CD45neg_CD90neg_S308",1.4179,0.6929,2.9398,1.2577
"CY106_CD45neg_CD90neg_S344",2.3918,2.1056,3.9362,3.5087
"CY106_CD45neg_CD90neg_S365",-0.2494,-1.1337,1.5831,2.1501
"CY106_CD45neg_CD90neg_S320",2.131,2.8712,2.3866,1.5833
"CY106_CD45neg_CD90neg_S327",0.331,-0.4963,1.7965,0.9044
"CY106_CD45neg_CD90neg_S366",0.6419,0.8689,0.6725,0.8054
"cy129PA_CD45neg_CD90neg_S163",4.2846,1.2717,0.5507,0.8754
"cy106_CD45neg_CD90neg_S309_20",-0.4424,-0.1988,2.303,2.4658
"cy106_CD45neg_CD90neg_S378_21",1.7361,-0.2998,4.2386,1.9016
"cy106_CD45neg_CD90neg_S320",1.6197,0.0351,0.9814,1.2935
"cy129PA_CD45neg_CD90neg_S172",4.4911,2.661,3.7032,1.2474
"cy129PA_CD45neg_CD90neg_S110",4.8851,4.1172,0.2431,-1.22
"cy129PA_CD45neg_CD90neg_S105",2.4233,2.0932,2.5653,0.3215
"cy129PA_CD45neg_CD90neg_S108",4.5728,-0.9083,3.7388,2.2282
"cy129PA_CD45neg_CD90neg_S99",3.7902,0.1449,3.1684,2.251
"cy129PA_CD45neg_CD90neg_S189",0.578,1.3285,2.8592,2.1506
"cy106_CD45neg_CD90neg_S347",-2.2874,1.048,1.1814,0.8141
"cy129PA_CD45neg_CD90neg_S140",4.8918,2.9245,1.5825,2.3963
"cy106_CD45neg_CD90neg_S311",1.2805,1.1249,0.8028,1.2641
"cy106_CD45neg_CD90neg_S366",0.1974,1.5047,0.5119,2.8915
"cy129PA_CD45neg_CD90neg_S154",3.6269,2.3995,3.8257,1.2313
"cy129PA_CD45neg_CD90neg_S169",4.3594,2.8199,3.2032,2.1295
"cy129PA_CD45neg_CD90neg_S127",2.7214,1.8675,1.2513,0.1046
"cy129PA_CD45neg_CD90neg_S175",4.9601,2.0031,1.3068,2.1656
"cy129PA_CD45neg_CD90neg_S151",4.0489,2.4453,2.544,-1.8962
"cy129PA_CD45neg_CD90neg_S171",2.8535,2.099,0.3496,-0.0916
"cy129PA_CD45neg_CD90neg_S128",2.2723,1.2357,4.5254,0.6451
"cy106_CD45neg_CD90neg_S356",0.031,0.9288,2.2969,3.6534
"cy106_CD45neg_CD90neg_S327",-0.0209,0.0403,2.7691,2.6237
"cy129PA_CD45neg_CD90neg_S137",0.6773,1.2468,1.2171,2.2447
"cy129PA_CD45neg_CD90neg_S190",3.5763,1.6993,-0.0127,-3.5116
"cy129PA_CD45neg_CD90neg_S98",2.852,1.2184,1.2921,1.1005
"cy129PA_CD45neg_CD90neg_S122",1.8348,3.1756,2.7499,0.6878
"cy106_CD45neg_CD90neg_S319",0.0306,-0.0384,4.1391,1.9977
"cy129PA_CD45neg_CD90neg_S125",3.9955,3.8088,-0.4201,-3.1825
"cy129PA_CD45neg_CD90neg_S161",2.2437,2.2395,3.8243,1.4543
"cy129PA_CD45neg_CD90neg_S129",5.216,0.6396,2.684,1.1613
"cy129PA_CD45neg_CD90neg_S138",4.7798,1.4678,2.0852,-0.7932
"cy129PA_CD45neg_CD90neg_S142",3.7063,1.2339,3.3806,2.8886
"cy129PA_CD45neg_CD90neg_S149",3.3714,1.5766,2.7807,0.8072
"cy129PA_CD45neg_CD90neg_S134",6.3442,0.9024,0.4447,-4.9083
"cy129PA_CD45neg_CD90neg_S150",3.9122,3.8843,-2.0149,-3.5088
"cy129PA_CD45neg_CD90neg_S186",1.0349,1.0275,2.277,0.7417
"cy106_CD45neg_CD90neg_S290",2.7639,0.3821,2.2778,3.9133
"cy106_CD45neg_CD90neg_S294",0.5967,-0.8989,4.023,1.8065
"cy106_CD45neg_CD90neg_S349",-1.5639,1.9633,3.3184,1.8722
"cy129PA_CD45neg_CD90neg_S153",2.7331,1.7745,2.0886,0.6443
"cy106_CD45neg_CD90neg_S338",-1.3128,0.6031,1.1699,-0.7333
"cy129PA_CD45neg_CD90neg_S191",2.1558,2.4467,0.2182,0.0962
"cy129PA_CD45neg_CD90neg_S126",1.646,2.4322,1.5835,0.5665
"cy129PA_CD45neg_CD90neg_S144",3.955,1.8317,1.2895,0.1941
"cy129PA_CD45neg_CD90neg_S97",3.2909,4.1779,-4.0973,-6.3242
"cy106_CD45neg_CD90neg_S365_23",-1.9633,1.2513,2.382,1.7368
"cy129PA_CD45neg_CD90neg_S164",2.2915,3.4538,2.7205,-2.1063
"cy106_CD45neg_CD90neg_S364",0.8648,1.4927,2.864,3.3469
"cy129PA_CD45neg_CD90neg_S114",5.099,1.4911,2.7393,2.0888
"cy129PA_CD45neg_CD90neg_S182",5.6996,3.807,-2.1521,-3.0204
"cy129PA_CD45neg_CD90neg_S162",4.9721,1.8055,2.8393,0.8054
"cy129PA_CD45neg_CD90neg_S136",5.1266,-0.3168,4.5263,0.9108
"cy129PA_CD45neg_CD90neg_S103",3.1442,3.0781,3.1118,1.5926
"cy106_CD45neg_CD90neg_S325",-1.55,3.2918,1.9233,0.9351
"cy129PA_CD45neg_CD90neg_S123",3.0629,2.6204,1.4651,1.3221
"cy129PA_CD45neg_CD90neg_S106",4.7038,2.2159,2.0155,1.8356
"cy129PA_CD45neg_CD90neg_S173",4.3265,1.7611,2.7863,1.5007
"cy129PA_CD45neg_CD90neg_S181",4.6884,3.3102,-0.3351,-3.7808
"cy106_CD45neg_CD90neg_S344_25",0.0187,0.4644,1.1189,1.3527
"cy106_CD45neg_CD90neg_S306_26",-1.4158,0.1379,1.6475,2.0098
"cy129PA_CD45neg_CD90neg_S184",4.31,2.0895,3.863,2.224
"cy106_CD45neg_CD90neg_S291",2.4849,0.052,2.6672,2.072
"cy106_CD45neg_CD90neg_S352",0.4196,0.8272,4.7679,1.4402
"cy129PA_CD45neg_CD90neg_S119",4.0109,1.2185,3.5054,1.0193
"cy106_CD45neg_CD90neg_S376",0.4634,0.7271,3.2921,0.1191
"cy121.1_CD45neg_S289",8.3466,2.4895,3.0112,-1.8687
"cy121.1_CD45neg_S296",8.7104,1.1071,1.8817,-1.8175
"cy121.1_CD45neg_S325",6.5081,2.8215,1.6658,-1.9858
"cy121.1_CD45neg_S371",5.4352,2.2641,4.8706,1.8207
"cy121.1_CD45neg_S382",5.454,2.748,4.4595,2.0866
"cy129_CD45negCD90neg_S55",5.5036,3.6991,1.7181,0.1331
"cy129_CD45negCD90neg_S2",2.4003,1.2923,0.4506,-0.392
"cy129_CD45negCD90neg_S6",2.7758,1.4261,1.6947,-0.7432
"cy129_CD45negCD90neg_S65",5.1376,2.6171,-0.3122,-0.9067
"cy129_CD45negCD90neg_S91",1.4538,1.5071,1.8856,-0.7475
"cy128_CD45neg_S250",8.5813,-1.1385,3.222,-1.1367
"cy129_CD45negCD90neg_S25",7.6296,0.5171,0.2813,-4.02
"cy128_CD45neg_S255",7.5746,0.9165,3.9508,0.0686
"cy129_CD45negCD90neg_S43",2.6263,0.9382,1.2059,2.0051
"cy129_CD45negCD90neg_S22",4.518,3.6838,-1.8141,-5.0216
"cy129_CD45negCD90neg_S72",3.8838,3.0445,3.1576,-0.9025
"cy129_CD45negCD90neg_S79",3.5884,4.5022,1.9194,-1.027
"cy129_CD45negCD90neg_S7",1.7939,0.95,-0.1031,1.7117
"cy128_CD45neg_S209",7.1197,-0.1924,0.8977,-2.6179
"cy128_CD45neg_S194",8.108,2.2156,2.2494,-1.1397
"cy129_CD45negCD90neg_S3",3.0508,2.1763,-0.6988,-1.379
"cy128_CD45neg_S231",7.7473,2.0404,3.3503,-0.3689
"cy128_CD45neg_S275",-1.6505,-1.4574,0.0648,-1.0415
"cy128_CD45neg_S216",9.6494,0.2139,2.1307,-1.7683
"cy129_CD45negCD90neg_S70",3.0672,1.6627,3.0522,0.111
"cy129_CD45negCD90neg_S60",3.3754,3.9224,0.9807,0.0569
"cy128_CD45neg_S256",6.31,1.3163,4.5347,-0.9131
"cy129_CD45negCD90neg_S26",0.6823,1.2174,3.7508,1.6216
"cy129_CD45negCD90neg_S85",3.2846,1.3289,1.6733,0.9086
"cy129_CD45negCD90neg_S87",0.6771,2.0915,0.1873,-3.4156
"cy129_CD45negCD90neg_S32",4.0281,2.8177,0.3982,-0.857
"cy128_CD45neg_S283",6.4664,-0.1126,2.8204,0.9391
"cy128_CD45neg_S196",6.8437,0.9881,1.6486,-2.0649
"cy128_CD45neg_S213",6.4775,2.1307,4.1024,-0.0399
"cy129_CD45negCD90neg_S46",2.4872,1.4919,0.3633,-2.2364
"cy129_CD45negCD90neg_S1",4.1041,4.4489,-2.5687,-2.9128
"cy128_CD45neg_S281",5.269,0.1186,2.1637,1.0818
"cy129_CD45negCD90neg_S8",5.2167,2.2782,3.2433,-0.5231
"cy129_CD45negCD90neg_S78",1.4051,2.5132,2.3252,1.7073
"cy128_CD45neg_S261",8.4284,-0.5217,3.7159,0.7541
"cy128_CD45neg_S193",8.9732,-0.1763,3.1744,-3.908
"cy129_CD45negCD90neg_S56",4.1265,4.3698,2.654,0.0884
"cy129_CD45negCD90neg_S54",3.8402,3.4979,-0.5196,-4.6224
"cy129_CD45negCD90neg_S86",5.1364,3.0423,-0.548,-3.2289
"cy128_CD45neg_S233",7.0041,-0.1045,2.7215,1.0985
"cy129_CD45negCD90neg_S27",2.6617,1.8395,-0.2065,-0.4672
"cy128_CD45neg_S277",7.9965,0.5752,1.4452,-4.0697
"cy129_CD45negCD90neg_S4",3.9145,3.5921,-1.0392,-1.1425
"cy129_CD45negCD90neg_S44",0.5323,2.8913,1.9032,1.5811
"cy128_CD45neg_S265",6.6469,1.4081,2.7103,-0.9162
"cy129_CD45negCD90neg_S68",2.4661,2.351,1.7408,-0.8471
"cy129_CD45negCD90neg_S75",2.2952,2.596,0.5221,-0.5807
"cy129_CD45negCD90neg_S18",4.5779,2.4331,-1.1854,1.1313
"cy128_CD45neg_S200",8.6671,3.195,2.4463,-0.6868
"cy129_CD45negCD90neg_S28",1.5097,2.6574,1.1135,2.0747
"cy128_CD45neg_S229",5.9457,-0.1808,2.6512,0.736
"cy128_CD45neg_S212",6.7524,0.0654,2.321,-0.7363
"cy129_CD45negCD90neg_S41",3.7981,4.0398,1.2873,-2.3468
"cy129_CD45negCD90neg_S53",4.9536,3.403,1.2306,0.0789
"cy129_CD45negCD90neg_S14",3.0866,2.3925,0.6473,-0.0249
"cy129_CD45negCD90neg_S23",2.5124,3.1149,-0.6266,-3.6665
"cy128_CD45neg_S248",8.9676,1.9795,2.7828,-2.9423
"cy129_CD45negCD90neg_S9",3.3838,3.3916,1.9321,0.0941
"cy129_CD45negCD90neg_S71",4.694,2.9051,0.6195,-3.8795
"cy129_CD45negCD90neg_S76",1.6109,3.813,2.2952,-0.2366
"cy128_CD45neg_S253",5.9334,0.7152,4.4912,-2.0182
"cy128_CD45neg_S287",6.7237,1.8605,2.446,-2.2765
"cy129_CD45negCD90neg_S39",5.1931,1.9343,1.5414,0.0055
"cy129_CD45negCD90neg_S15",3.3582,4.1343,-0.8147,0.2199
"cy129_CD45negCD90neg_S47",4.1866,1.1767,2.549,-3.2551
"cy128_CD45neg_S236",8.7294,0.3889,1.4561,-3.0185
"cy129_CD45negCD90neg_S73",4.3399,2.1419,0.381,0.1937
"cy128_CD45neg_S220",5.6639,0.8391,2.7648,2.1144
"cy129_CD45negCD90neg_S19",3.5717,3.2379,3.0108,-0.8563
"cy129_CD45negCD90neg_S92",3.3234,2.1724,0.6163,0.6627
"cy129_CD45negCD90neg_S77",4.1372,3.9664,2.3499,-2.5606
"cy129_CD45negCD90neg_S90",2.3299,4.4067,0.9193,-3.8939
"cy128_CD45neg_S270",8.3027,-0.4473,2.0913,-2.4104
