"","Melanocytic","Transitory.Melanocytic","Transitory","Int.Neural.crest.like","Neural.crest.like","Undifferentiated.Neural.crest.like","Undifferentiated"
"TCGA.WE.A8ZX.06A.11R.A37K.07",6.1969,12.6024,3.4543,5.1257,0.637,-0.1911,-5.0179
"TCGA.WE.A8ZY.06A.11R.A37K.07",9.8275,13.6462,0.9096,1.2942,0.5906,0.847,-7.119
"TCGA.WE.AA9Y.06A.12R.A38C.07",7.1679,12.5912,2.9858,5.0828,4.3666,6.2262,-3.1699
"TCGA.WE.AAA0.06A.11R.A38C.07",9.6113,11.007,-0.3119,3.1934,1.2848,2.7265,-6.7939
"TCGA.WE.AAA3.06A.11R.A38C.07",7.7955,15.1754,4.1166,4.4179,0.9708,2.806,-5.3003
"TCGA.WE.AAA4.06A.12R.A38C.07",8.7264,12.3393,2.3983,1.4433,2.5272,4.5407,-3.2001
"TCGA.XV.A9VZ.01A.11R.A38C.07",1.8229,4.0562,1.6976,1.7521,2.1725,7.6572,3.5238
"TCGA.XV.A9W2.01A.11R.A39D.07",8.3694,12.5395,2.4534,2.591,1.82,3.3284,-0.9089
"TCGA.XV.A9W5.01A.11R.A38C.07",1.5513,11.0157,6.1252,8.112,6.4123,6.8364,-4.9793
"TCGA.XV.AAZV.01A.11R.A40A.07",4.7113,10.4683,3.444,6.7918,6.9814,8.1882,-1.6231
"TCGA.XV.AAZW.01A.12R.A40A.07",3.6388,11.3375,5.4391,5.3444,2.5615,4.4762,-2.7832
"TCGA.XV.AAZY.01A.12R.A40A.07",10.545,13.4353,0.928,0.6931,-0.2043,1.0405,-4.5968
"TCGA.XV.AB01.06A.12R.A40A.07",6.5672,14.4468,2.6335,3.4554,2.0085,2.6931,-3.7668
"TCGA.YD.A89C.06A.11R.A37K.07",0.4674,10.3805,6.1137,7.4597,1.8268,0.5887,-5.4447
"TCGA.YD.A9TA.06A.11R.A39D.07",-1.9431,-0.2049,0.1901,2.6141,4.9599,7.3801,1.5842
"TCGA.YD.A9TB.06A.12R.A40A.07",4.7673,14.0498,5.29,6.0491,2.8452,4.0912,-4.8468
"TCGA.YG.AA3N.01A.11R.A38C.07",10.7187,14.1645,0.7836,1.8442,0.8597,2.0532,-2.0523
"TCGA.YG.AA3O.06A.11R.A38C.07",10.065,12.3504,-1.0102,2.5471,0.7726,1.3708,-6.0819
"TCGA.YG.AA3P.06A.11R.A38C.07",3.8395,11.6921,4.6314,1.9272,-1.2162,-2.3241,-8.0338
"TCGA.Z2.A8RT.06A.11R.A37K.07",7.9955,15.1607,3.6552,5.4671,1.6999,0.3588,-6.2435
"TCGA.Z2.AA3S.06A.11R.A39D.07",6.2816,12.0898,3.33,1.9706,-3.7105,-3.0628,-7.9056
"TCGA.Z2.AA3V.06A.11R.A39D.07",11.5683,14.2438,0.1992,0.6894,0.075,2.607,-1.3517
