"","Melanocytic","Transitory.Melanocytic","Transitory","Int.Neural.crest.like","Neural.crest.like","Undifferentiated.Neural.crest.like","Undifferentiated"
"X451Lu_sc_par_cell_84",6.1789,9.169,-1.8469,-2.9745,-3.1124,-5.5893,-6.6004
"X451Lu_sc_br_cell_1",3.871,9.137,-2.1398,-1.056,-2.047,-5.1491,-9.9678
"X451Lu_sc_br_cell_2",3.1176,11.5072,-2.2181,-0.3063,-4.6621,-6.5821,-10.2363
"X451Lu_sc_br_cell_3",2.7392,10.1613,-1.4844,-0.4835,-3.4983,-5.4951,-8.7425
"X451Lu_sc_br_cell_4",4.3549,12.2539,-1.9447,-0.6395,-3.4219,-6.6254,-8.3464
"X451Lu_sc_br_cell_5",4.3114,12.1363,-3.0822,-1.6957,-3.5449,-6.8373,-7.9821
"X451Lu_sc_br_cell_6",4.7702,12.5241,-0.9065,-0.5034,-3.3204,-3.6889,-8.7492
"X451Lu_sc_br_cell_7",3.9036,10.2336,-1.9022,-1.3512,-4.7159,-7.9098,-9.1782
"X451Lu_sc_br_cell_8",4.4394,11.9793,-1.6952,-1.7819,-5.1727,-8.7214,-10.3614
"X451Lu_sc_br_cell_9",6.2382,10.1627,-1.9873,-0.9881,-4.653,-7.2028,-9.3552
"X451Lu_sc_br_cell_10",0.8887,10.1049,-0.7366,-0.098,-2.7527,-6.6792,-10.7935
"X451Lu_sc_br_cell_11",3.72,7.1556,-1.9218,-0.1005,0.8988,-1.8513,-3.0044
"X451Lu_sc_br_cell_12",5.4347,12.3799,-1.6784,-0.0393,-3.3044,-6.5466,-8.1727
"X451Lu_sc_br_cell_13",5.7459,10.1699,-3.5047,-1.5147,-5.569,-5.761,-9.0589
"X451Lu_sc_br_cell_14",4.9072,11.3213,-1.6667,0.2561,-3.3624,-4.1068,-8.8979
"X451Lu_sc_br_cell_15",4.6987,8.1841,-1.0639,0.0954,-1.4249,-1.6227,-2.0079
"X451Lu_sc_br_cell_16",3.8216,8.2416,-2.5196,-2.0609,-3.9489,-4.3038,-4.364
"X451Lu_sc_br_cell_17",6.5501,11.151,-3.2269,-1.2202,-3.8584,-4.8673,-9.3958
"X451Lu_sc_br_cell_18",5.9749,12.7692,-1.4129,-1.2039,-2.8003,-5.0935,-8.3953
"X451Lu_sc_br_cell_19",4.6255,12.3429,-1.6929,-1.8806,-4.0999,-9.2488,-9.5808
"X451Lu_sc_br_cell_20",4.4201,10.3906,-1.5777,-0.2773,-0.6376,-2.8644,-3.9968
"X451Lu_sc_br_cell_21",0.3135,7.5348,-1.5085,-0.281,-1.5329,-4.3451,-8.848
"X451Lu_sc_br_cell_22",5.5231,9.4419,-2.5242,-0.5227,-2.6123,-5.208,-6.3039
"X451Lu_sc_br_cell_23",5.9591,11.6439,-1.8497,-1.3916,-5.4233,-8.2087,-11.1663
"X451Lu_sc_br_cell_24",3.5116,10.318,-1.4969,-0.1141,-3.9123,-6.7835,-10.1783
"X451Lu_sc_br_cell_25",7.5183,13.4665,-2.9395,-1.9051,-4.9545,-8.5259,-9.6313
"X451Lu_sc_br_cell_26",1.7441,8.0089,-2.0358,0.6404,-0.7941,-3.8948,-9.4846
"X451Lu_sc_br_cell_27",6.737,12.4722,-1.9469,-0.7743,-3.2542,-6.767,-8.871
"X451Lu_sc_br_cell_28",5.6288,11.6026,-2.4061,-1.1999,-3.7593,-7.6011,-9.6675
"X451Lu_sc_br_cell_29",5.92,10.9808,-2.7404,-0.0154,-4.5485,-6.2472,-9.3481
"X451Lu_sc_br_cell_30",5.5353,11.082,-1.1531,-1.4715,-2.26,-6.1933,-8.0992
"X451Lu_sc_br_cell_31",5.2174,10.6868,-1.8408,-1.8245,-4.0125,-6.6882,-8.644
"X451Lu_sc_br_cell_32",4.9388,10.9547,-2.5161,0.0124,-3.2313,-6.9166,-9.4343
"X451Lu_sc_br_cell_33",5.2285,10.1143,-1.682,0.5314,-4.4588,-7.3629,-9.2224
"X451Lu_sc_br_cell_34",4.1133,12.1913,-2.3014,-2.1964,-5.0374,-7.2404,-6.9804
"X451Lu_sc_br_cell_35",4.6423,10.2558,1.6699,2.5238,1.5617,0.7157,-1.2763
"X451Lu_sc_br_cell_36",5.5135,11.2754,-2.9713,-0.9567,-4.9847,-7.7401,-9.9123
"X451Lu_sc_br_cell_37",6.7874,12.8515,-2.2212,-1.623,-5.2872,-8.1911,-10.3868
"X451Lu_sc_br_cell_38",2.2966,11.4133,-3.0623,-0.8728,-3.732,-5.8438,-9.2947
"X451Lu_sc_br_cell_39",4.5072,10.7707,-2.6423,-2.9662,-5.4309,-8.5817,-9.9435
"X451Lu_sc_br_cell_40",0.9658,9.6961,-1.7604,0.1214,-3.3995,-5.912,-9.5541
"X451Lu_sc_br_cell_41",3.6673,9.2193,-2.0406,0.5195,-2.6228,-4.6952,-9.1477
"X451Lu_sc_br_cell_42",3.7059,11.5771,-0.5462,1.2515,-3.3793,-4.2831,-8.0655
"X451Lu_sc_br_cell_43",3.8091,11.1303,-0.6583,-0.9725,-4.3049,-7.7002,-8.8597
"X451Lu_sc_br_cell_44",4.5034,10.8117,-1.0788,-1.3267,-2.8974,-6.7171,-8.8683
"X451Lu_sc_br_cell_45",4.0343,10.5831,-2.8736,-1.4515,-5.219,-8.4053,-9.6468
"X451Lu_sc_br_cell_46",4.0265,9.9688,-1.6023,-0.5753,-5.7051,-6.3062,-8.6488
"X451Lu_sc_br_cell_47",2.4958,8.8875,-2.4601,-0.4574,-3.2755,-2.0562,-2.327
"X451Lu_sc_br_cell_48",4.1149,10.6534,-0.2308,-0.3416,-3.1541,-7.6544,-9.7428
"X451Lu_sc_br_cell_49",5.2313,8.0603,-3.5706,-0.4401,-1.0918,-2.4819,-4.8247
"X451Lu_sc_br_cell_50",0.6191,7.96,-1.4547,-0.5965,-0.7671,-3.1748,-4.6365
"X451Lu_sc_br_cell_51",5.4484,10.8483,-3.3154,-2.0289,-2.7278,-6.1111,-6.0242
"X451Lu_sc_br_cell_52",5.57,8.7983,-2.5538,1.2332,-1.1131,-2.9311,-3.7398
"X451Lu_sc_br_cell_53",2.8046,9.127,-1.8815,0.394,-3.12,-5.8968,-8.9082
"X451Lu_sc_br_cell_54",-0.8215,3.52,-1.3568,-0.0364,-1.1712,-2.3919,-8.9567
"X451Lu_sc_br_cell_55",8.0118,13.6841,-2.9089,-2.0937,-6.2124,-7.1001,-10.4741
"X451Lu_sc_br_cell_56",2.9278,10.2859,-1.4028,-0.5025,-2.4004,-7.1742,-8.6554
"X451Lu_sc_br_cell_57",2.1676,9.2182,-0.9173,-0.9175,-4.9757,-6.5652,-7.7721
"X451Lu_sc_br_cell_58",-1.0997,-0.0484,-4.7257,1.0827,-1.4083,1.9066,-5.8609
"X451Lu_sc_br_cell_59",0.7949,0.9923,-4.5961,-1.1382,1.7051,1.874,-4.7054
"X451Lu_sc_br_cell_60",7.8058,11.2801,-1.7419,-0.8848,-5.0189,-7.2085,-8.7979
"X451Lu_sc_br_cell_61",1.945,9.6467,-1.4735,0.9704,-2.6614,-5.3371,-8.2781
"X451Lu_sc_br_cell_62",-1.3954,-0.3168,-4.2766,-0.7245,0.4701,4.848,-3.9898
"X451Lu_sc_br_cell_63",4.2448,8.8524,-0.7533,-0.4264,-2.1725,-4.2714,-7.2833
"X451Lu_sc_br_cell_64",-2.4876,3.784,-3.6587,1.5672,1.0522,1.6373,-7.3357
"X451Lu_sc_br_cell_65",4.2201,10.4296,0.3354,0.1249,-1.7273,-3.7343,-7.8179
"X451Lu_sc_br_cell_66",5.5602,11.4726,-2.0473,-3.7471,-6.5055,-7.2057,-10.3452
"X451Lu_sc_br_cell_67",1.7775,7.5707,-1.5926,-1.0264,-0.533,-2.3177,-6.459
"X451Lu_sc_br_cell_68",0.9278,4.3838,-2.3128,1.5715,-0.4238,-0.6856,-5.0593
"X451Lu_sc_br_cell_69",4.3204,7.3367,-0.1157,1.8183,-1.5532,-4.5382,-8.4854
"X451Lu_sc_br_cell_70",4.603,10.0975,-3.0332,0.4541,-2.9214,-4.0595,-5.5296
"X451Lu_sc_br_cell_71",-0.98,9.4786,-1.2034,1.048,-1.4696,-4.0193,-8.4462
"X451Lu_sc_br_cell_72",-2.3465,0.1659,-2.9627,-0.7366,-1.6507,3.4112,-4.6218
"X451Lu_sc_br_cell_73",-2.2201,3.4809,-3.1867,-2.2666,-0.5772,-2.8039,-8.3958
"X451Lu_sc_br_cell_74",1.1885,7.1282,-0.204,2.0743,0.389,2.9794,1.38
"X451Lu_sc_br_cell_75",1.9039,8.3867,-2.553,-1.0798,-5.1374,-6.6528,-8.7572
"X451Lu_sc_br_cell_76",4.53,9.9686,-1.8225,1.0793,-1.3278,-2.6822,-4.3059
"X451Lu_sc_br_cell_77",-1.1436,1.7438,-1.8134,0.1584,-0.8355,-3.3363,-8.1335
"X451Lu_sc_br_cell_78",5.1659,10.7722,-3.2052,-3.1101,-4.7497,-6.7918,-9.6003
"X451Lu_sc_br_cell_79",4.7518,9.48,-0.6019,0.2568,0.4673,-0.6217,-1.7179
"X451Lu_sc_br_cell_80",0.8943,5.6368,-1.4904,-0.4304,-0.4666,-0.6089,-3.6177
"X451Lu_sc_br_cell_81",-0.3717,2.6227,-4.4257,1.423,2.1094,1.223,-5.0072
"X451Lu_sc_br_cell_82",-2.9149,-0.6769,-3.7814,1.0535,2.2249,0.8938,-6.8372
"X451Lu_sc_br_cell_83",6.4471,11.8234,-4.4321,-3.4983,-4.8141,-7.1293,-8.8876
"X451Lu_sc_br_cell_84",4.7318,11.2907,-2.7097,-3.0915,-4.3683,-7.2302,-9.9936
"X451Lu_sc_br_cell_85",4.0854,8.9652,-3.4512,-2.4519,-3.0651,-7.0842,-8.6917
"X451Lu_sc_br_cell_86",4.0219,10.9455,-1.4417,-0.7879,-2.537,-3.8389,-7.3693
"X451Lu_sc_br_cell_87",-2.4641,2.4405,-1.5617,1.4389,2.2624,0.4958,-7.0274
"X451Lu_sc_br_cell_88",3.7824,9.3578,-3.3726,1.6308,-2.496,-1.4382,-3.8689
"X451Lu_sc_br_cell_89",-3.2653,-0.7653,-4.4058,0.5415,1.5486,0.7106,-7.0308
"X451Lu_sc_br_cell_90",6.9829,11.5454,-2.7161,-2.6805,-5.5154,-7.5737,-9.7136
"X451Lu_sc_br_cell_91",6.2898,11.431,-4.4899,-3.289,-4.6571,-7.5884,-9.0713
"X451Lu_sc_br_cell_92",-0.2649,5.5389,-2.0574,-1.2463,-0.2515,-4.9301,-8.8276
"X451Lu_sc_br_cell_93",1.9489,4.7759,-5.1832,0.4253,-2.8969,-3.151,-8.2717
"X451Lu_sc_br_cell_94",2.3981,8.7857,-0.487,-0.7411,-3.3696,-5.4464,-8.502
"X451Lu_sc_br_cell_95",5.3513,10.8376,-0.7678,0.9837,0.4605,0.1488,-0.9239
"X451Lu_sc_br_cell_96",3.8043,8.8414,-2.4395,-0.5988,-2.3549,-5.6964,-10.6426
"X451Lu_sc_br_cell_97",4.9321,10.2127,-2.8299,-0.523,-2.271,-3.5238,-5.1508
"X451Lu_sc_br_cell_98",7.1968,11.872,0.0233,-1.3462,-0.8064,-4.1765,-5.1596
"X451Lu_sc_br_cell_99",4.1298,8.9971,-2.0804,-1.5827,-4.4158,-5.7238,-8.4738
"X451Lu_sc_br_cell_100",0.4331,8.5373,-1.9137,0.1737,-3.2597,-4.4291,-5.6118
"X451Lu_sc_br_cell_101",2.0502,8.594,-2.3233,-0.3117,-1.2811,-4.4342,-8.9163
"X451Lu_sc_br_cell_102",-3.6272,1.6951,-3.4654,0.5492,3.2379,-0.901,-7.1568
"X451Lu_sc_br_cell_103",5.0642,11.1997,-1.7894,-1.5136,-1.7614,-4.0317,-4.3791
"X451Lu_sc_br_cell_104",4.5726,9.1881,-1.4026,0.784,-1.5676,-2.9088,-3.6869
"X451Lu_sc_br_cell_105",4.5804,9.7812,-1.0346,0.632,-1.6761,-2.6003,-4.7123
"X451Lu_sc_br_cell_106",6.5537,11.99,-2.2237,-1.7918,-5.0277,-7.7076,-8.8781
"X451Lu_sc_br_cell_107",3.6868,9.2672,-3.0101,-0.1367,-2.9547,-5.1605,-6.7225
"X451Lu_sc_br_cell_108",-0.4103,5.3642,-3.5313,-1.0174,-0.8571,-3.3882,-8.248
"X451Lu_sc_br_cell_109",1.8587,8.0695,-3.5735,-1.1083,-3.5033,-4.236,-5.6066
"X451Lu_sc_br_cell_110",5.2859,11.1404,-1.9788,-1.8855,-4.2543,-7.2235,-8.3911
"X451Lu_sc_br_cell_111",3.7869,10.0416,-1.9228,-0.4699,-4.6137,-7.3944,-9.7445
"X451Lu_sc_br_cell_112",-0.4917,3.056,-2.3247,0.0751,0.5924,0.5234,-6.7791
"X451Lu_sc_br_cell_113",0.3368,5.1526,-3.986,-0.977,-3.3363,-4.8341,-8.5829
"A375_sc_par_cell_1",2.8351,10.5156,-1.0142,-1.4545,-2.8826,-7.1093,-10.0577
"A375_sc_par_cell_2",-6.1021,-5.09,-4.2949,1.5835,4.5015,5.2836,-4.5433
"A375_sc_par_cell_3",-6.0059,-4.1198,-3.1336,3.2531,4.2348,3.3048,-7.6792
"A375_sc_par_cell_4",-5.9936,-6.9062,-4.162,2.1196,2.169,1.2873,-7.6086
"A375_sc_par_cell_5",-5.6116,-7.0283,-3.8324,0.5144,5.1813,6.6792,-5.1864
"A375_sc_par_cell_6",-4.9817,-5.4143,-5.9747,2.9705,3.2658,3.0591,-7.0806
"A375_sc_par_cell_7",-5.3438,-4.7527,-4.3343,2.3127,5.2467,2.1324,-7.2393
"A375_sc_par_cell_8",-5.9192,-5.8735,-4.3518,1.3551,5.175,1.3916,-5.9675
"A375_sc_par_cell_9",-6.0972,-4.5497,-3.2835,2.5163,3.5945,2.8427,-4.9203
"A375_sc_par_cell_10",-5.7209,-4.3572,-3.9375,2.1705,4.0108,5.7181,-3.3058
"A375_sc_par_cell_11",-4.2076,-5.443,-4.7804,0.8589,4.0852,5.9289,-4.0692
"A375_sc_par_cell_12",-6.2785,-4.593,-2.7543,1.2726,3.7405,2.7744,-5.5747
"A375_sc_par_cell_13",-5.5694,-6.3937,-5.8438,0.894,2.1925,3.7524,-3.0649
"A375_sc_par_cell_14",-5.7802,-5.6119,-5.2531,-1.0679,4.358,4.933,-2.696
"A375_sc_par_cell_15",-6.5938,-5.3295,-4.7274,2.5649,4.6344,2.9539,-5.007
"A375_sc_par_cell_16",-5.4673,-6.644,-3.9237,2.8351,3.013,3.0825,-3.7139
"A375_sc_par_cell_17",4.1429,8.8334,-2.2717,0.5991,-1.1302,-4.3621,-2.5221
"A375_sc_par_cell_18",-5.2445,-4.6812,-4.2859,3.3504,3.7515,2.7042,-6.6591
"A375_sc_par_cell_19",-5.7924,-5.9774,-4.1961,3.2021,5.4054,3.8853,-5.143
"A375_sc_par_cell_20",-3.8323,-4.5391,-3.9084,3.2028,5.0059,0.9282,-8.2833
"A375_sc_par_cell_21",-6.3841,-6.5448,-4.7992,2.4777,5.0019,3.5325,-8.0484
"A375_sc_par_cell_22",-5.1383,-3.9535,-4.3687,1.8649,2.3123,2.4886,-6.4329
"A375_sc_par_cell_23",-5.9103,-5.6601,-3.6644,2.5274,1.7508,1.4667,-5.936
"A375_sc_par_cell_24",-4.861,-5.2268,-3.5078,3.9787,3.7969,3.4424,-7.3704
"A375_sc_par_cell_25",-4.7022,-5.2373,-3.5477,2.6853,3.2116,0.2946,-6.92
"A375_sc_par_cell_26",-5.109,-5.3478,-5.094,2.3961,4.4078,5.5015,-4.4722
"A375_sc_par_cell_27",-5.5713,-5.7866,-5.2138,0.7549,3.0416,3.3565,-6.2176
"A375_sc_par_cell_28",-6.0101,-5.635,-4.636,1.1817,4.0807,3.3708,-4.9128
"A375_sc_par_cell_29",-4.6182,-4.9625,-3.8201,0.5959,3.9699,2.8527,-6.4165
"A375_sc_par_cell_30",-5.3768,-4.7599,-3.0927,2.7433,2.3472,2.8839,-6.2701
"A375_sc_par_cell_31",-4.2959,-3.4932,-3.7498,3.37,5.7979,2.3667,-6.7511
"A375_sc_par_cell_32",-5.308,-5.9314,-5.0179,2.21,4.2219,3.1303,-5.5868
"A375_sc_par_cell_33",-5.698,-7.6315,-4.5755,1.3215,3.0517,2.0763,-8.4206
"A375_sc_par_cell_34",-6.1082,-4.9936,-4.9196,2.7686,4.3128,2.0138,-5.5776
"A375_sc_par_cell_35",-6.3767,-5.7407,-5.1286,2.1718,3.4758,3.2359,-7.2909
"A375_sc_par_cell_36",-5.1127,-4.6697,-4.1999,2.2068,3.8545,1.3952,-6.4293
"A375_sc_par_cell_37",-5.1779,-4.9017,-4.0581,1.2608,3.3868,4.0035,-5.0451
"A375_sc_par_cell_38",-4.9568,-4.4072,-4.8507,1.0814,4.1301,5.9445,-5.4699
"A375_sc_par_cell_39",-6.0224,-6.9624,-4.6603,1.2486,1.5498,1.6125,-4.5052
"A375_sc_par_cell_40",-5.7162,-4.4867,-5.8046,3.3167,2.9113,3.5582,-3.9603
"A375_sc_par_cell_41",-3.2777,-3.376,-2.9529,4.297,5.4733,0.7709,-6.0193
"A375_sc_par_cell_42",-5.7206,-6.8931,-5.3237,2.0067,3.4841,1.8463,-4.249
"A375_sc_par_cell_43",-3.8124,-2.7098,-3.8791,3.7578,3.0832,0.9257,-6.5912
"A375_sc_par_cell_44",-3.7988,-2.6521,-2.254,4.6446,5.5911,4.0206,-5.0432
"A375_sc_par_cell_45",-6.2035,-5.8162,-5.5855,3.3566,6.8789,6.0657,-7.5972
"A375_sc_par_cell_46",-6.3399,-4.2655,-5.1681,1.8027,5.4146,4.6306,-5.2373
"A375_sc_par_cell_47",-5.8355,-4.7678,-3.8854,2.0742,3.2325,1.1457,-7.1655
"A375_sc_par_cell_48",-5.7675,-5.0216,-4.7452,0.9203,4.6344,4.1151,-3.6804
"A375_sc_par_cell_49",-6.4328,-6.4017,-5.2809,0.1539,3.5052,3.3274,-6.7376
"A375_sc_par_cell_50",-4.9197,-5.9384,-5.8018,0.8198,3.858,3.3457,-6.1169
"A375_sc_par_cell_51",-3.7663,-3.3511,-3.5145,3.4678,4.7277,3.347,-4.504
"A375_sc_par_cell_52",-6.3865,-5.4008,-3.2664,2.0169,4.7313,4.5945,-6.2319
"A375_sc_par_cell_53",-6.0385,-5.04,-4.1206,2.6347,7.0762,4.874,-5.9275
