"","Melanocytic","Transitory","Neural.crest.like","Undifferentiated"
"T0_G3.S23",8.6288,7.3223,9.2514,8.7506
"T0_G4.S31",9.2777,8.1742,9.1739,8.3918
"T0_G5.S39",9.0351,8.045,9.0828,7.9477
"T0_G6.S47",7.888,8.0511,8.0715,8.0425
"T0_G7.S55",9.0765,7.0631,8.3727,9.3147
"T0_G8.S63",7.7424,8.0272,8.5499,9.4332
"T0_G9.S71",7.866,7.0677,9.2913,8.4535
"T0_H10.S80",9.5652,7.4506,9.178,9.3224
"T0_H11.S88",8.1285,8.4315,8.1652,7.0176
"T0_H12.S96",8.0666,7.007,9.9601,8.8559
"T0_H1.S8",7.515,7.4037,8.463,8.0518
"T0_H2.S16",9.1439,8.3788,8.0387,7.9465
"T0_H3.S24",9.3535,8.3967,8.3222,8.2012
"T0_H4.S32",8.5899,7.6388,8.2084,8.1076
"T0_H6.S48",7.8061,6.5611,8.9741,8.4393
"T0_H7.S56",7.3162,6.623,8.7417,8.7441
"T0_H8.S64",8.074,6.9066,9.0324,10.1847
"T0_H9.S72",8.4629,6.8754,7.7025,9.2122
"T0_A10.S361",6.8872,6.8764,8.6385,9.0747
"T0_A1.S289",8.8348,8.4237,8.0796,8.1232
"T0_A2.S297",8.6821,9.1221,8.4699,9.3876
"T0_A3.S305",8.3248,7.5235,8.6701,9.0545
"T0_A4.S313",8.9264,8.0587,8.5423,7.3752
"T0_A5.S321",9.6034,8.13,8.6826,7.2722
"T0_A6.S329",8.6145,8.0433,7.8972,8.7136
"T0_A8.S345",9.2216,7.4343,7.6182,8.126
"T0_A9.S353",7.9613,6.7593,7.6223,8.4388
"T0_B10.S362",8.518,8.221,8.2457,7.6349
"T0_B11.S370",8.0813,7.6361,9.7938,9.4348
"T0_B12.S378",8.8737,7.4339,8.893,7.9553
"T0_B1.S290",9.2373,8.3065,9.7835,7.5451
"T0_B2.S298",7.4746,8.1525,8.4205,8.0362
"T0_B3.S306",8.6759,8.0792,8.354,8.5724
"T0_B4.S314",8.4923,7.9158,8.4245,7.9848
"T0_B5.S322",7.6009,6.1242,10.0351,10.0642
"T0_B6.S330",8.8696,8.1366,8.2387,8.3789
"T0_B7.S338",8.1507,7.5315,8.8285,7.8669
"T0_B8.S346",8.3371,7.6165,9.9796,8.4703
"T0_B9.S354",7.579,7.8901,9.5105,8.4786
"T0_C10.S363",7.3701,7.7311,9.9889,7.4616
"T0_C11.S371",8.019,8.2322,8.5988,8.5745
"T0_C1.S291",6.619,6.7653,9.7397,8.3209
"T0_C2.S299",8.9863,7.8988,8.6548,6.8605
"T0_C3.S307",7.2301,6.4494,8.421,10.2679
"T0_C4.S315",8.3296,7.6627,9.1171,6.79
"T0_C6.S331",8.5372,8.4519,8.5695,7.5003
"T0_C7.S339",9.0866,8.4171,8.1141,7.6341
"T0_C8.S347",8.3247,8.5806,9.341,8.3687
"T0_C9.S355",8.9439,7.7715,9.0643,7.5084
"T0_D10.S364",8.624,6.8592,8.7874,8.992
"T0_D11.S372",8.8009,8.1537,8.509,8.7788
"T0_D1.S292",9.4927,8.6604,9.2486,7.829
"T0_D2.S300",8.5563,8.2036,8.0653,7.5876
"T0_D3.S308",7.6856,8.1926,9.1678,7.9833
"T0_D4.S316",8.9189,7.6463,8.9918,8.1013
"T0_D5.S324",8.1778,7.8387,7.8073,7.6702
"T0_D6.S332",7.1733,7.9855,8.9983,8.5159
"T0_D7.S340",7.5143,7.0056,8.1041,8.8159
"T0_D8.S348",7.5295,8.0465,9.4656,7.8453
"T0_E10.S365",9.184,8.8314,8.1652,8.4772
"T0_E11.S373",8.2665,8.6783,9.5816,7.2106
"T0_E1.S293",8.2594,7.8242,9.3925,8.0548
"T0_E2.S301",8.9715,7.0013,8.5658,8.0253
"T0_E3.S309",7.8423,7.716,8.9441,8.5717
"T0_E4.S317",8.5913,7.0189,9.3138,8.4404
"T0_E5.S325",8.8031,7.6008,8.528,8.2245
"T0_E6.S333",7.0688,8.0886,8.6537,8.9196
"T0_E7.S341",7.8811,8.2815,7.8627,7.5637
"T0_E8.S349",9.9315,7.3812,9.4648,9.4274
"T0_E9.S357",8.8318,8.0106,8.1108,8.017
"T0_F10.S366",7.912,7.5266,9.0757,7.6725
"T0_F11.S374",8.0312,7.88,9.3815,7.8724
"T0_F1.S294",8.8698,6.9494,8.7649,9.1356
"T0_F2.S302",8.9904,7.3363,8.7073,8.4707
"T0_F3.S310",7.8965,6.9856,7.6118,8.8448
"T0_F4.S318",7.1194,6.7286,8.6595,8.5052
"T0_F5.S326",7.7777,8.0424,8.0592,8.851
"T0_F6.S334",6.9008,6.6886,8.4907,10.0491
"T0_F7.S342",9.0903,7.7902,9.0439,8.0431
"T0_F8.S350",6.5865,7.3451,9.2681,9.3567
"T0_F9.S358",8.0239,7.8474,8.157,8.1368
"T0_G10.S367",8.9727,8.0478,8.8555,7.3564
"T0_G11.S375",8.4432,8.6991,9.1209,8.8813
"T0_G1.S295",6.8615,7.9353,10.0651,8.9737
"T0_G2.S303",9.1373,7.5098,8.2917,7.5971
"T0_G3.S311",8.1754,8.0055,8.4805,8.5292
"T0_G4.S319",8.5276,8.3756,8.709,7.9415
"T0_G5.S327",8.8028,8.5843,9.0019,8.1758
"T0_G6.S335",8.888,7.4626,8.48,9.3661
"T0_G7.S343",8.79,8.5191,9.1548,7.1136
"T0_G8.S351",8.1904,7.7311,8.15,8.5381
"T0_G9.S359",7.7847,7.8532,9.1585,8.4363
"T0_H10.S368",7.6243,8.7381,8.4802,7.4977
"T0_H11.S376",8.2098,7.1454,9.1648,7.4586
"T0_H1.S296",10.2059,7.9681,7.7307,7.9317
"T0_H4.S320",9.5808,7.9564,8.9431,8.4656
"T0_H8.S352",8.5488,7.5401,8.6528,7.8606
"T4_C5.S152",8.9239,6.5688,7.4912,8.1116
"T4_A10.S190",9.7912,7.4455,7.9939,8.4412
"T4_A11.S198",8.7861,8.012,8.856,8.0962
"T4_A12.S206",9.0893,6.4783,8.1688,7.9297
"T4_A1.S118",9.7245,6.462,8.6943,9.0002
"T4_A2.S126",10.3952,6.8547,7.4037,8.3881
"T4_A3.S134",9.2187,7.1726,7.4745,8.583
"T4_A5.S150",7.1186,6.2857,9.0724,8.6286
"T4_A6.S158",7.8845,6.7296,8.1664,9.4825
"T4_A7.S166",8.1312,7.9993,9.041,8.226
"T4_A8.S174",8.9257,7.9194,8.0652,9.1747
"T4_A9.S182",10.4553,6.9866,7.1092,7.8327
"T4_B10.S191",8.0642,6.6424,8.5301,8.5886
"T4_B11.S199",9.6352,6.8317,8.3591,7.6858
"T4_B12.S207",7.4136,7.2563,9.011,8.7018
"T4_B1.S119",9.0985,6.1982,7.6151,8.8604
"T4_B3.S135",8.1196,6.9087,8.4671,8.6442
"T4_B4.S143",7.8707,6.4061,7.4239,8.7313
"T4_B5.S151",8.1066,6.8604,8.4916,9.6277
"T4_B6.S159",7.5106,5.5963,7.3565,8.1487
"T4_B8.S175",7.6007,6.2771,8.4223,8.4887
"T4_B9.S183",9.5207,7.2814,7.8509,7.407
"T4_C10.S192",9.2768,7.1979,7.7332,7.9987
"T4_C11.S200",9.1904,7.1433,7.6679,8.5313
"T4_C12.S208",9.2497,6.6605,8.0707,8.4217
"T4_C1.S120",8.6801,7.6977,8.598,8.3672
"T4_C2.S128",7.8668,7.9832,8.9711,8.3933
"T4_C3.S136",9.3792,6.5718,8.3293,8.3934
"T4_C4.S144",10.2766,6.3625,8.1178,8.2405
"T4_C6.S160",8.5224,7.5483,8.2071,8.3402
"T4_C7.S168",9.2556,6.9299,8.6385,9.109
"T4_C8.S176",8.9506,8.5066,8.7454,8.1019
"T4_C9.S184",9.0645,7.2364,8.379,8.3967
"T4_D10.S193",8.4158,6.6274,7.7407,8.3016
"T4_D11.S201",8.2944,7.5347,7.3118,9.1098
"T4_D12.S209",8.1002,7.2652,8.7535,9.1081
"T4_D2.S129",7.2517,6.1262,8.3222,8.4536
"T4_D3.S137",8.287,7.8364,8.1874,7.7131
"T4_D4.S145",8.2319,5.5926,7.6404,8.9206
"T4_D5.S153",9.1749,7.0557,7.9608,8.1051
"T4_D6.S161",8.4195,5.6851,8.9373,8.2493
"T4_D7.S169",10.4619,6.9594,9.1577,8.0642
"T4_D8.S177",9.7129,6.1345,7.9637,8.2692
"T4_D9.S185",8.3435,6.1901,7.1939,8.3794
"T4_E10.S194",10.4485,6.3244,7.8354,8.3749
"T4_E11.S202",8.1725,7.2435,8.8567,8.1633
"T4_E12.S210",7.7224,7.5537,8.282,8.6072
"T4_E1.S122",7.7437,5.7021,8.057,9.4792
"T4_E2.S130",8.1642,7.2755,8.791,8.1074
"T4_E3.S138",8.0939,6.1508,7.534,8.4936
"T4_E4.S146",7.3059,6.3617,8.892,9.6274
"T4_E5.S154",7.3759,7.387,9.1872,8.4397
"T4_E6.S162",9.2149,7.4338,8.4302,8.1881
"T4_E7.S170",7.2911,5.7386,7.5296,8.6738
"T4_E8.S178",8.1494,5.6176,7.6621,8.9177
"T4_E9.S186",8.9168,6.8603,7.1318,8.3284
"T4_F10.S195",8.5076,5.7554,7.2039,8.7258
"T4_F11.S203",9.0326,6.6005,8.1421,8.3893
"T4_F12.S211",9.8621,6.7675,7.3366,8.3911
"T4_F2.S131",6.7709,5.3428,7.8854,8.2339
"T4_F3.S139",9.0394,6.4188,8.2628,8.2987
"T4_F4.S147",9.0785,6.031,7.5095,7.9875
"T4_F5.S155",9.3378,6.6832,7.8576,7.9502
"T4_F6.S163",8.3066,6.65,8.299,8.7924
"T4_F7.S171",8.2142,6.3042,8.9908,8.9804
"T4_F8.S179",8.1386,8.4755,9.1145,9.18
"T4_F9.S187",8.7236,6.5137,7.6321,8.8885
"T4_G10.S196",8.3057,6.7971,9.2132,8.1705
"T4_G11.S204",8.4377,6.7632,8.2015,9.4663
"T4_G12.S212",7.8704,6.4398,8.9976,8.1893
"T4_G1.S124",7.9754,6.7843,9.3517,8.9179
"T4_G2.S132",8.0341,7.9332,8.6372,7.9005
"T4_G3.S140",8.9918,7.7059,8.4147,8.0112
"T4_G4.S148",8.3979,7.0489,8.996,8.028
"T4_G5.S156",9.1566,7.5109,8.5166,8.2397
"T4_G6.S164",7.0777,6.7027,8.5669,8.5858
"T4_G8.S180",8.8354,7.1998,7.8241,8.4518
"T4_G9.S188",8.1441,6.6632,8.748,8.5031
"T4_H11.S205",9.2318,7.0847,8.7246,8.2948
"T4_H1.S125",7.9172,5.6978,7.9311,8.4811
"T4_H2.S133",9.2583,7.5061,7.6366,8.1641
"T4_H3.S141",7.8325,6.5839,9.1498,8.7022
"T4_H4.S149",9.2485,7.6068,8.0848,7.7906
"T4_H5.S157",7.476,7.1924,9.1167,8.01
"T4_H8.S181",8.1612,6.6117,9.6198,8.4454
"T4_A11.S81",7.4995,6.3443,8.823,8.346
"T4_A14.S73",7.5136,7.7963,9.1311,8.697
"T4_A1.S1",7.5304,7.6827,8.3149,8.6882
"T4_A2.S9",8.7434,7.1272,8.7668,8.7191
"T4_A6.S41",8.0113,6.4174,9.5491,8.3853
"T4_A7.S49",8.1696,6.9954,8.7753,9.2214
"T4_B11.S82",7.3366,6.4744,8.8038,8.4688
"T4_B12.S90",8.6724,7.4523,8.8948,9.1822
"T4_B14.S74",7.9262,7.1669,8.3799,8.369
"T4_B1.S2",8.4637,6.6481,8.4382,8.7496
"T4_B2.S10",8.2483,6.5746,8.7259,8.3232
"T4_B3.S18",7.4033,6.2082,8.4377,8.0875
"T4_B4.S26",7.8518,7.225,8.8046,8.2517
"T4_B6.S42",7.4117,7.025,8.4089,9.1665
"T4_B7.S50",7.6679,7.7264,8.6819,9.1403
"T4_B9.S66",8.8108,7.2234,8.3184,8.8208
"T4_C11.S83",7.6535,7.2317,9.074,8.5924
"T4_C12.S91",8.5774,7.8702,8.8582,8.6676
"T4_C14.S75",7.1864,6.393,8.6786,8.3999
"T4_C1.S3",8.3108,7.4549,9.3264,8.1815
"T4_C2.S11",7.501,6.6897,8.701,8.7664
"T4_C3.S19",8.477,6.3945,8.9287,7.9404
"T4_C5.S35",9.0062,6.8108,8.8065,8.5896
"T4_C6.S43",7.5025,6.8879,8.2331,8.6749
"T4_C7.S51",7.1096,5.9299,9.3015,9.4276
"T4_C8.S59",7.4332,7.1993,8.2664,8.5289
"T4_C9.S67",7.8773,7.2784,8.2531,9.2942
"T4_D11.S84",7.0295,6.087,8.1325,9.7907
"T4_D12.S92",8.0339,6.9714,8.6879,8.1811
"T4_D14.S76",8.7722,7.6997,8.3203,7.8762
"T4_D1.S4",9.1727,7.2717,9.2734,9.0876
"T4_D2.S12",7.6614,6.0015,9.2981,8.714
"T4_D3.S20",7.5624,6.9759,8.8673,10.1843
"T4_D4.S28",7.9278,8.0071,9.0637,8.3954
"T4_D7.S52",8.4711,6.9065,8.1601,8.0574
"T4_D9.S68",7.8713,7.5499,10.2194,8.1821
"T4_E14.S77",7.3728,6.7129,8.2541,8.2015
"T4_E1.S5",9.6328,6.8713,8.4549,8.1342
"T4_E2.S13",7.8249,6.8312,9.385,9.2625
"T4_E3.S21",7.5314,6.4523,9.1773,8.1204
"T4_E4.S29",7.7969,6.6267,8.6759,8.628
"T4_E5.S37",7.9233,7.0008,8.4157,9.1166
"T4_E6.S45",8.6722,6.9216,7.9142,8.1026
"T4_E7.S53",7.2086,7.5035,8.5433,8.3082
"T4_E8.S61",8.0218,6.9351,8.8275,8.6811
"T4_E9.S69",8.2155,6.9532,9.6402,8.5773
"T4_F11.S86",8.2452,7.5948,10.1634,9.217
"T4_F12.S94",8.3594,6.0448,9.5227,8.3704
"T4_F14.S78",7.2371,6.4184,9.4173,8.9802
"T4_F1.S6",8.3845,7.0518,8.2153,10.1725
"T4_F3.S22",8.7398,7.2663,8.8925,8.4783
"T4_F5.S38",9.0881,6.9759,9.204,8.2358
"T4_F6.S46",8.1563,6.8382,8.9779,8.7438
"T4_F7.S54",9.4928,6.8311,8.9956,8.6736
"T4_F8.S62",9.6598,7.5612,8.1572,8.4605
"T4_F9.S70",7.909,7.4777,9.2146,8.6125
"T4_G11.S87",7.0546,6.7508,9.1084,9.234
"T4_G12.S95",10.0856,6.4969,8.115,7.8595
"T4_G14.S79",8.3704,7.9242,9.128,8.7737
"T4_G2.S15",7.5675,7.0505,8.6659,8.5934
"T4_G3.S23",7.4874,6.4558,9.5655,9.7504
"T4_G6.S47",7.9657,6.6939,8.5254,8.7813
"T4_G7.S55",7.4846,7.3227,9.7425,8.5695
"T4_G8.S63",8.0415,8.4946,8.061,8.5855
"T4_G9.S71",7.9837,7.5179,9.0468,8.2088
"T4_H11.S88",7.6123,4.8888,7.857,8.378
"T4_H1.S8",7.7915,6.5435,7.7145,9.5945
"T4_H2.S16",7.9055,6.9614,8.7196,9.4547
"T4_H4.S32",7.1589,4.9877,7.673,8.9011
"T4_H5.S40",7.4824,5.9255,8.1366,8.6161
"T28_A10.S286",9.4844,7.4762,8.4131,8.4387
"T28_A11.S294",7.7652,6.5159,9.0852,8.7646
"T28_A12.S302",8.979,6.7748,8.9171,8.6694
"T28_A1.S214",10.5357,7.3327,8.9526,9.0579
"T28_A5.S246",9.2003,5.9688,8.3446,8.82
"T28_A6.S254",9.7547,8.1828,8.2667,7.8177
"T28_A7.S262",7.9234,6.8216,8.0121,8.4931
"T28_A8.S270",9.2958,7.216,7.676,7.8058
"T28_B11.S295",10.2319,7.4125,7.3883,8.3194
"T28_B12.S303",8.0803,6.429,9.3107,9.305
"T28_B3.S231",9.7575,7.4865,8.7697,8.1434
"T28_B4.S239",8.2907,6.3831,8.6099,8.2086
"T28_B5.S247",9.96,6.5821,8.6916,8.1664
"T28_B6.S255",9.3005,7.0128,8.3883,8.5349
"T28_C1.S216",7.6575,6.2841,8.9783,8.4374
"T28_C2.S224",7.8591,6.4294,9.1088,8.9107
"T28_C5.S248",9.0507,6.1911,7.8676,8.833
"T28_C6.S256",7.1256,6.1443,7.5045,8.6711
"T28_C8.S272",6.7038,5.3884,7.7059,8.7776
"T28_C9.S280",8.0177,6.7111,9.3096,9.3287
"T28_D11.S297",7.7522,5.9549,8.3153,9.7436
"T28_D12.S305",9.7324,7.222,8.4545,8.1949
"T28_D1.S217",9.3333,6.5516,7.6007,8.6558
"T28_D3.S233",9.3611,7.9949,8.7247,8.3215
"T28_D4.S241",9.8262,6.8923,7.0528,9.0377
"T28_D6.S257",8.9945,5.9327,8.0672,9.2367
"T28_D7.S265",8.5478,7.245,7.9419,8.1351
"T28_D8.S273",8.7134,5.9674,8.0262,8.7588
"T28_E12.S306",9.607,7.235,9.2307,8.1226
"T28_E2.S226",9.3357,6.1391,8.0586,8.818
"T28_E3.S234",7.4499,6.0208,8.7883,8.701
"T28_E4.S242",9.4889,6.7728,7.7317,9.0799
"T28_E5.S250",9.6871,7.4807,8.0055,7.8049
"T28_E6.S258",10.5431,7.7701,8.8462,8.1972
"T28_E7.S266",9.0464,5.9094,7.888,8.2428
"T28_E8.S274",9.4792,7.6088,7.6973,8.2373
"T28_F10.S291",7.2303,7.0439,8.6464,8.3749
"T28_F11.S299",7.8341,6.4662,7.5212,8.8716
"T28_F12.S307",7.7342,6.2204,8.3044,9.2005
"T28_F1.S219",9.2462,7.6988,8.8605,9.0098
"T28_F2.S227",7.414,6.8769,8.0724,9.0842
"T28_F3.S235",9.9115,7.2477,7.4574,8.4122
"T28_F4.S243",9.2913,7.5881,7.6216,8.8529
"T28_F5.S251",9.8082,6.9185,8.912,8.6992
"T28_F8.S275",9.3957,6.5162,8.0638,8.0178
"T28_G10.S292",8.2517,7.2248,7.9201,9.0812
"T28_G11.S300",8.8341,6.1562,8.5832,9.2017
"T28_G2.S228",8.3585,6.4085,9.1132,9.1791
"T28_G3.S236",10.1385,6.7993,8.5835,8.8069
"T28_G4.S244",9.1797,6.6671,8.5058,8.1756
"T28_G5.S252",10.1656,7.6427,8.0933,8.3466
"T28_H1.S221",10.3007,7.3355,7.7035,8.5681
"T28_H3.S237",8.8452,7.4837,7.8341,8.3545
"T28_H5.S253",8.4831,6.7163,7.363,8.2136
"T28_A11.S177",7.1931,6.9523,8.1537,9.3936
"T28_A14.S169",8.6357,6.7867,7.5911,8.8772
"T28_A2.S105",9.4122,7.4946,7.9277,8.158
"T28_A3.S113",8.3288,7.0116,7.481,8.2872
"T28_A7.S145",7.7393,7.1998,8.2838,8.9808
"T28_A8.S153",8.7123,6.6919,8.2684,8.3833
"T28_A9.S161",8.4147,5.8026,6.7768,8.1818
"T28_B12.S186",8.935,7.2971,7.921,8.8772
"T28_B5.S130",7.6404,6.5646,7.3833,8.8853
"T28_C12.S187",8.0071,6.1025,8.6963,8.4475
"T28_C2.S107",9.6515,6.7891,7.7884,8.6452
"T28_C6.S139",9.2461,7.1608,8.562,8.4405
"T28_C7.S147",8.1573,6.4512,8.4457,8.2064
"T28_C8.S155",7.186,7.1846,9.3857,8.0797
"T28_D11.S180",8.2363,6.7042,7.6165,9.137
"T28_D14.S172",9.4282,7.7464,9.2752,8.512
"T28_D3.S116",8.7626,7.7792,8.2081,8.849
"T28_D4.S124",8.0593,7.005,8.6227,8.6181
"T28_D5.S132",8.7319,7.2125,8.1677,8.9365
"T28_D6.S140",9.6243,6.4273,8.191,8.863
"T28_D7.S148",8.0974,6.8405,7.6776,8.0999
"T28_E12.S189",8.627,7.461,9.0752,8.8393
"T28_E14.S173",8.0254,6.9284,8.5626,8.1684
"T28_E8.S157",9.7609,7.1924,7.9582,7.889
"T28_F11.S182",9.4801,7.5781,8.6621,8.4521
"T28_F12.S190",8.8893,6.4613,8.1834,9.3595
"T28_F14.S174",9.6624,7.4965,8.9186,8.6139
"T28_F3.S118",7.0627,5.018,7.5535,8.0914
"T28_F4.S126",9.6298,7.6954,8.6273,7.5777
"T28_F5.S134",8.3324,6.6597,8.1332,8.8903
"T28_F6.S142",9.4675,7.0194,8.3512,8.7064
"T28_F7.S150",10.0028,7.3647,8.3595,8.6001
"T28_F8.S158",8.8181,7.6219,8.84,7.966
"T28_G12.S191",8.7358,5.6151,7.8316,8.0005
"T28_G14.S175",7.8627,6.634,8.4986,8.9846
"T28_G2.S111",8.3721,6.7769,7.7896,8.3078
"T28_G3.S119",7.771,7.3826,8.459,8.7865
"T28_G5.S135",9.2501,7.8983,8.2615,8.3786
"T28_G7.S151",9.5483,7.2233,7.4227,8.817
"T28_G9.S167",8.8023,7.0229,8.7741,8.3237
"T28_H11.S184",9.4989,7.036,8.0158,9.0582
"T28_H12.S192",8.8555,7.6847,8.3687,7.3551
"T28_H5.S136",9.0519,6.9542,8.879,8.9402
"T28_H6.S144",9.8511,7.739,7.9177,8.1466
"T28_H8.S160",8.9738,8.1192,8.4524,8.6526
"lib1_AR_T28_1_A10.S297",9.6177,6.883,8.0836,8.367
"lib1_AR_T28_1_A11.S298",8.1716,6.8945,9.4926,7.9392
"lib1_AR_T28_1_A12.S299",8.2402,6.6764,7.7661,8.3694
"lib1_AR_T28_1_A1.S288",8.8273,7.4708,8.0888,8.6203
"lib1_AR_T28_1_A2.S289",10.091,6.7911,7.7231,8.2441
"lib1_AR_T28_1_A4.S291",9.0267,7.2371,8.5579,7.7633
"lib1_AR_T28_1_A7.S294",10.8816,7.8556,8.1461,8.1537
"lib1_AR_T28_1_A8.S295",9.2024,7.264,7.624,8.6702
"lib1_AR_T28_1_B10.S309",7.5588,5.0311,8.5945,8.6028
"lib1_AR_T28_1_B11.S310",7.8125,6.1724,8.5863,8.3518
"lib1_AR_T28_1_B12.S311",8.7677,6.3734,8.3123,7.7551
"lib1_AR_T28_1_B1.S300",8.7265,7.6101,7.6272,7.6074
"lib1_AR_T28_1_B2.S301",8.6727,7.5872,8.5917,8.5234
"lib1_AR_T28_1_B3.S302",8.0343,5.9663,8.5982,8.2227
"lib1_AR_T28_1_B4.S303",7.4027,6.841,8.5724,8.3549
"lib1_AR_T28_1_B5.S304",8.8214,6.9418,7.5304,7.9215
"lib1_AR_T28_1_B7.S306",9.9958,6.8925,8.6588,9.2102
"lib1_AR_T28_1_B8.S307",8.889,7.214,8.5164,7.9809
"lib1_AR_T28_1_B9.S308",7.9298,6.3391,9.1309,8.665
"lib1_AR_T28_1_C11.S322",9.7362,6.7906,8.3926,7.8903
"lib1_AR_T28_1_C12.S323",9.3271,6.159,8.6856,8.3786
"lib1_AR_T28_1_C1.S312",9.317,7.366,7.8058,8.453
"lib1_AR_T28_1_C2.S313",7.6788,7.2303,8.4102,8.6057
"lib1_AR_T28_1_C3.S314",7.4165,7.4206,9.902,8.6968
"lib1_AR_T28_1_C4.S315",8.2115,7.1838,7.88,9.4857
"lib1_AR_T28_1_C5.S316",7.5403,5.9133,8.7562,8.7509
"lib1_AR_T28_1_C6.S317",8.292,7.5256,7.3684,8.2782
"lib1_AR_T28_1_C7.S318",7.19,6.6451,8.7577,8.3973
"lib1_AR_T28_1_C9.S320",8.207,6.5585,7.8021,8.2465
"lib1_AR_T28_1_D10.S333",8.7024,7.0914,9.546,8.2943
"lib1_AR_T28_1_D12.S335",7.1157,6.6514,9.6844,7.8579
"lib1_AR_T28_1_D1.S324",7.874,7.4059,8.6299,8.2193
"lib1_AR_T28_1_D4.S327",8.9351,7.496,8.5628,7.8051
"lib1_AR_T28_1_D5.S328",7.1498,6.303,9.2524,9.1708
